track,artist,track_clean,artist_clean,final_emotion,reason
Everybody,The Jam,everybody,the jam,anger,Already processed
Pumpkin Frenchman,E.T. Johnson,pumpkin frenchman,et johnson,anger,Already processed
Bad,Neven Ilic,bad,neven ilic,anger,Already processed
Erika Kane,Aaliyah,erika kane,aaliyah,anger,Already processed
Ghostwriters Ft Existereo And Awol One,Die Young And Deeskee,ghostwriters ft existereo and awol one,die young and deeskee,anger,Already processed
Benton's Hallucinations,The Great Bear Trio,bentons hallucinations,the great bear trio,anger,Already processed
It Should Have Been Me (Def Club Mix),Adeva,it should have been me def club mix,adeva,anger,Already processed
Vandalism,Adam X,vandalism,adam x,anger,Already processed
The Best Things In Life Are Free (Def Version),Luther Vandross & Janet Jackson,the best things in life are free def version,luther vandross janet jackson,anger,Already processed
Nothing Left To Die For,Scratching Post,nothing left to die for,scratching post,anger,Already processed
A Shade Shady (Now Prance) (Alternate Mix),RuPaul,a shade shady now prance alternate mix,rupaul,anger,Already processed
Lady Pole (or A Night at Lost-Hope),Andrew & Noah VanNorstrand,lady pole or a night at losthope,andrew noah vannorstrand,anger,Already processed
I'm Getting Used To You (Def Radio Mix),Selena,im getting used to you def radio mix,selena,anger,Already processed
Thing Goin' On (MK Underground Mix),Betty Boo,thing goin on mk underground mix,betty boo,anger,Already processed
Leviathan's Play,Andrew & Noah VanNorstrand,leviathans play,andrew noah vannorstrand,anger,Already processed
Bad Days Ahead,Katja Zoch,bad days ahead,katja zoch,anger,Already processed
"Potholes, Railroad Cracks and Sidwalk Smack",Naw,potholes railroad cracks and sidwalk smack,naw,anger,Already processed
Got me in the Mood,Listen Lisse,got me in the mood,listen lisse,anger,Already processed
You Bring Me Joy (E-Smoove's Joyous club mix),Mary J. Blige,you bring me joy esmooves joyous club mix,mary j blige,anger,Already processed
I gonna get the boy,G & V Jay,i gonna get the boy,g v jay,anger,Already processed
The Rolling Dophins,Yarinka Collucci,the rolling dophins,yarinka collucci,anger,Already processed
Freeze Britches/ Road to Recovery/ Opera Reel/ Maudabawn Chapel,Perpetual e-Motion,freeze britches road to recovery opera reel maudabawn chapel,perpetual emotion,anger,Already processed
Never Had A Love Like This,Meli'sa Morgan,never had a love like this,melisa morgan,anger,Already processed
10 - Aerodynamic (Slum Village Remix),Daft Punk,aerodynamic slum village remix,daft punk,anger,Already processed
I Must Be Free (Love To Infinity's Classic Paradise Mix),Kym Sims,i must be free love to infinitys classic paradise mix,kym sims,anger,Already processed
Sandy Boys/ Beth Cohen's,Perpetual e-Motion,sandy boys beth cohens,perpetual emotion,anger,Already processed
Oh World (Universal Mix),Paul Rutherford,oh world universal mix,paul rutherford,anger,Already processed
Crisis Looming,"Fuck, The Retarded Girl",crisis looming,fuck the retarded girl,anger,Already processed
Tam Lin / Other Andrew's Favorite,Giant Robot Dance,tam lin other andrews favorite,giant robot dance,anger,Already processed
I'm Dangerous,Claudia Faniello,im dangerous,claudia faniello,anger,Already processed
Red Haired Boy/ Cluck Old Hen/ Lightning On The Lake,Perpetual e-Motion,red haired boy cluck old hen lightning on the lake,perpetual emotion,anger,Already processed
If Madonna Calls (Junior's House Mix),Junior Vasquez,if madonna calls juniors house mix,junior vasquez,anger,Already processed
A Little Bit More (Hurley's Radio Edit),Kym Sims,a little bit more hurleys radio edit,kym sims,anger,Already processed
FIRE ~INTRODUCTION FOR Yunique❤~,JPopYuna,fire introduction for yunique,jpopyuna,anger,Already processed
"Catch Me (12"" Version)",Betty Boo,catch me 12 version,betty boo,anger,Already processed
The Comfort Zone (Frankie's Comfortable Mix),Vanessa Williams,the comfort zone frankies comfortable mix,vanessa williams,anger,Already processed
Unusual You (PortuX-3891's Angels Rise Above Radio Edit),Britney Spears,unusual you portux3891s angels rise above radio edit,britney spears,anger,Already processed
Industrial,Blasted Mechanism,industrial,blasted mechanism,anger,Already processed
Got To Be Free (E-Smoove's Groovy Mix),49ers,got to be free esmooves groovy mix,ers,anger,Already processed
Elements of Vogue (David dePino Mix),David Ian Xtravaganza,elements of vogue david depino mix,david ian xtravaganza,anger,Already processed
Give It To You (Momo's Klub Mix),Martha Wash,give it to you momos klub mix,martha wash,anger,Already processed
Не обижай меня,Art Voyage,не обижай меня,art voyage,anger,Already processed
Panic,"Fuck, The Retarded Girl",panic,fuck the retarded girl,anger,Already processed
Father Kelly's / As It Happened,Giant Robot Dance,father kellys as it happened,giant robot dance,anger,Already processed
Gettin' Out (Extended Version),S.l.d.,gettin out extended version,sld,anger,Already processed
Turn It Out (The Bomb Mix),Labelle,turn it out the bomb mix,labelle,anger,Already processed
Pacha NYC Podcast: 23 | Jonathan Peters Halloween (Part 1),Pacha NYC,pacha nyc podcast 23 jonathan peters halloween part 1,pacha nyc,anger,Already processed
I Must Be Free (DJ Pierre's Club Pitch Mix),Kym Sims,i must be free dj pierres club pitch mix,kym sims,anger,Already processed
Turn It Out (Miss Thing's Runway Dub),Labelle,turn it out miss things runway dub,labelle,anger,Already processed
Take My Advice (Hurley's Extended Mix),Kym Sims,take my advice hurleys extended mix,kym sims,anger,Already processed
Beautiful Stranger (Gogh's Old Skool Classic House Mix),Madonna,beautiful stranger goghs old skool classic house mix,madonna,anger,Already processed
Mix The Vibe: Club 69 (Continuous Mix),Peter Rauhofer,mix the vibe club 69 continuous mix,peter rauhofer,anger,Already processed
Obscurité,"Fuck, The Retarded Girl",obscurité,fuck the retarded girl,anger,Already processed
A Little Bit More (Hurley's Extended Mix),Kym Sims,a little bit more hurleys extended mix,kym sims,anger,Already processed
Rambler From Clare/Seeking Turf,The Great Bear Trio,rambler from clareseeking turf,the great bear trio,anger,Already processed
Live In Manchester (Part One),N-Joi,live in manchester part one,njoi,anger,Already processed
Untitled (from split with Wolverine Carcass),"Fuck, The Retarded Girl",untitled from split with wolverine carcass,fuck the retarded girl,anger,Already processed
Circles (Classic Club Mix),Saffron,circles classic club mix,saffron,anger,Already processed
My Love Is For Real (E-Smoove Fever Mix),Paula Abdul,my love is for real esmoove fever mix,paula abdul,anger,Already processed
She Ain't Got...,LeToya,she aint got,letoya,anger,Already processed
Glammer Girl (Ya Ya),The Look,glammer girl ya ya,the look,anger,Already processed
Kitten Is High,Miss Kittin,kitten is high,miss kittin,anger,Already processed
Catch Me (David's Instrumental),Betty Boo,catch me davids instrumental,betty boo,anger,Already processed
Thing Goin' On (MK Underground Dub),Betty Boo,thing goin on mk underground dub,betty boo,anger,Already processed
One Love (Shades Of Rhythm Mix),Saffron,one love shades of rhythm mix,saffron,anger,Already processed
"1ère suite ""Airs pour les driades et les bergers"" : III. Air pour les faunes et les driades",Marin Marais,ère suite airs pour les driades et les bergers iii air pour les faunes et les driades,marin marais,anger,Already processed
Two Against One,Acid Farm,two against one,acid farm,anger,Already processed
Don't Scandalize My Name (Hurley's Deep Remix),Kym Mazelle,dont scandalize my name hurleys deep remix,kym mazelle,anger,Already processed
These Are My People (Vocal),Members of the House,these are my people vocal,members of the house,anger,Already processed
Sunshine & Love (Far Island Mix),Happy Mondays,sunshine love far island mix,happy mondays,anger,Already processed
Warning! (Tony Humphries Zanzibar Mix),Adeva,warning tony humphries zanzibar mix,adeva,anger,Already processed
Blue Mambo,Sun City Girls,blue mambo,sun city girls,anger,Already processed
I Got My Education (Bootleggers Response),Uncanny Alliance,i got my education bootleggers response,uncanny alliance,anger,Already processed
The Best Things In Life Are Free (CJ's U.K. 12'' Mix),Luther Vandross & Janet Jackson,the best things in life are free cjs uk 12 mix,luther vandross janet jackson,anger,Already processed
Somebody (dance mix),Close II You,somebody dance mix,close ii you,anger,Already processed
Such Fools As We,Totalwar,such fools as we,totalwar,anger,Already processed
Happy Bizness,Roach Motel,happy bizness,roach motel,anger,Already processed
Verdi: Macbeth - Act 2: Shi Oso Mandarvi A Noi?,"Piero Cappuccilli, Shirley Verrett, Etc.; Claudio Abbado: Orchestra & Chorus Of La Scala Milan",verdi macbeth act 2 shi oso mandarvi a noi,piero cappuccilli shirley verrett etc claudio abbado orchestra chorus of la scala milan,anger,Already processed
Girls (Who Run The World),Beyoncé,girls who run the world,beyoncé,anger,Already processed
Kiss My Piano (7th Kiss Remix),Emily Heyl,kiss my piano 7th kiss remix,emily heyl,anger,Already processed
World Party (Planet Rap Mix),2 For Joy,world party planet rap mix,for joy,anger,Already processed
That Heat,Sergio Mendes/will.i.am/Erykah Badu,that heat,sergio mendeswilliamerykah badu,anger,Already processed
My piano,Noell Abedul,my piano,noell abedul,anger,Already processed
As I Am (Sound Factory Mix),Sound of One,as i am sound factory mix,sound of one,anger,Already processed
We Gotta Love (Band Of Gypsies Mix),Kym Sims,we gotta love band of gypsies mix,kym sims,anger,Already processed
Just Like A Queen (Vogue Like A Queen Mix),Ellis D,just like a queen vogue like a queen mix,ellis d,anger,Already processed
Just A Little Bit Of Love (k klassik klub mix),Rebekah Ryan,just a little bit of love k klassik klub mix,rebekah ryan,anger,Already processed
(I'm Under) Love Strain (Kupper's Timeless Treatment),Clubland,im under love strain kuppers timeless treatment,clubland,anger,Already processed
Throw You Down (Down For The Count Dub),Thelma Houston,throw you down down for the count dub,thelma houston,anger,Already processed
To Live or Die [*],H.W.A.,to live or die ,hwa,anger,Already processed
Goodbye To Love (MK Mix),Pandella,goodbye to love mk mix,pandella,anger,Already processed
Deeper Love (Hard Club Mix),Ultra Naté,deeper love hard club mix,ultra naté,anger,Already processed
Workout (Workin' Dub),Frankie Knuckles featuring Roberta Gilliam,workout workin dub,frankie knuckles featuring roberta gilliam,anger,Already processed
Pretty Mess (Dave Aude Club Mix) [John Cruz Video Edit],Erika Jayne,pretty mess dave aude club mix john cruz video edit,erika jayne,anger,Already processed
6 To 8 Marches,Highland Pipes & Drums,to 8 marches,highland pipes drums,anger,Already processed
"I Wanna Sing (Poppo And Kupper's 12"" Mix)",Sabrina Johnston,i wanna sing poppo and kuppers 12 mix,sabrina johnston,anger,Already processed
What in the Hell Were You Two Doing in my Camper,Tom Anderson,what in the hell were you two doing in my camper,tom anderson,anger,Already processed
This Is It (Murk Boys Miami Heat Mix),Dannii Minogue,this is it murk boys miami heat mix,dannii minogue,anger,Already processed
Give You Myself (Massimino 1993 Club Mix),SIMA,give you myself massimino 1993 club mix,sima,anger,Already processed
Shake Your Body  Bad Tour Yokohama 1987,Michael Jackson,shake your body bad tour yokohama 1987,michael jackson,anger,Already processed
Hateful Head Helen (Helen's in the House Mix),Hateful Head Helen,hateful head helen helens in the house mix,hateful head helen,anger,Already processed
The Rachel Tune (The Delightful Box Mix),2 For Joy,the rachel tune the delightful box mix,for joy,anger,Already processed
Strut it!,Leona Philippo,strut it,leona philippo,anger,Already processed
Beautiful Stranger (Gogh's Old Skool Classic Dub),Madonna,beautiful stranger goghs old skool classic dub,madonna,anger,Already processed
Boulevard of Broken Songs [Green Day vs. Oasis vs. Travis vs. Aerosmith vs. Eminem],Party Ben,boulevard of broken songs green day vs oasis vs travis vs aerosmith vs eminem,party ben,anger,Already processed
Қайтар Жүрегімді,KeshYou,қаитар жүрегімді,keshyou,anger,Already processed
DJ Bertrand's set N° 77 : A quiet reprise,DJ Bertrand,dj bertrands set n 77 a quiet reprise,dj bertrand,anger,Already processed
Descongélate (Durante 5'55 a 75º),Alaska y Dinarama,descongélate durante 555 a 75º,alaska y dinarama,anger,Already processed
A Shade Shady (Now Prance) (DJ Pierre Club Mx),RuPaul,a shade shady now prance dj pierre club mx,rupaul,anger,Already processed
Melody & Harmony (Chapter 3),Stories In Dubh feat. Jackie B,melody harmony chapter 3,stories in dubh feat jackie b,anger,Already processed
"Sound Factory, March 15, 1992 [1/2]",Junior Vasquez,sound factory march 15 1992 12,junior vasquez,anger,Already processed
"Living For Your Love (Marshall Jefferson 12"" Mix)",Big Fun,living for your love marshall jefferson 12 mix,big fun,anger,Already processed
Dirty Picture (feat. Ke$Ha) [Dave Audé Club Mix],Taio Cruz,dirty picture feat keha dave audé club mix,taio cruz,anger,Already processed
Friday Fierce 12-31-2010,Brian Ashby,friday fierce 12312010,brian ashby,anger,Already processed
Peace...Inside My Heart,Dirty Trick,peaceinside my heart,dirty trick,anger,Already processed
Friday Fierce 04-01-2011,Brian Ashby,friday fierce 04012011,brian ashby,anger,Already processed
mother mourns the death of child and country,Carahanni,mother mourns the death of child and country,carahanni,anger,Already processed
Love on top of Love - Killer Kiss (The Cole & Clivilles Garage House Mix),Grace Jones,love on top of love killer kiss the cole clivilles garage house mix,grace jones,anger,Already processed
Friday Fierce 03-11-2011,Brian Ashby,friday fierce 03112011,brian ashby,anger,Already processed
So Fierce,FIERCE (Serie),so fierce,fierce serie,anger,Already processed
Det Eneste Jeg Har Brug For,Karen Rosenberg,det eneste jeg har brug for,karen rosenberg,anger,Already processed
Could a Wah,Chicken,could a wah,chicken,anger,Already processed
