track,artist,track_clean,artist_clean,final_emotion,reason
The Return of the Pagan Fullmoon,Uruk-Hai,the return of the pagan fullmoon,urukhai,anger,LYRICS_NOT_FOUND
The Long Way Home,Die In Progress,the long way home,die in progress,anger,LYRICS_NOT_FOUND
"miku you, fxxk you",REDALiCE,miku you fxxk you,redalice,anger,LYRICS_NOT_FOUND
Sins of My Past,Lujhboia,sins of my past,lujhboia,anger,LYRICS_NOT_FOUND
Lost,Elyzium,lost,elyzium,anger,LYRICS_NOT_FOUND
Under the Embrace of the Black Plague,Uruk-Hai,under the embrace of the black plague,urukhai,anger,LYRICS_NOT_FOUND
They Watched Him Detonated On The Linoleum Twisting,Venetian Snares,they watched him detonated on the linoleum twisting,venetian snares,anger,LYRICS_NOT_FOUND
Fools' Paradise,Bodycall,fools paradise,bodycall,anger,LYRICS_NOT_FOUND
philandrops (live),ryadeum,philandrops live,ryadeum,anger,LYRICS_NOT_FOUND
Skull Headbang,RoughSketch,skull headbang,roughsketch,anger,LYRICS_NOT_FOUND
Surrounded by You,灰野敬二,surrounded by you,灰野敬二,anger,LYRICS_NOT_FOUND
She Began To Cry Tears Of Blood Which Became Little Brick Houses When They Hit The Ground,Venetian Snares,she began to cry tears of blood which became little brick houses when they hit the ground,venetian snares,anger,LYRICS_NOT_FOUND
Rape Your God,reAdjust,rape your god,readjust,anger,LYRICS_NOT_FOUND
Suiren,志方あきこ,suiren,志方あきこ,anger,LYRICS_NOT_FOUND
Memory of the ocean,Jack or Jive,memory of the ocean,jack or jive,anger,LYRICS_NOT_FOUND
Final Survivor (Remix of 'Survivalism' by Nine Inch Nails),Die In Progress,final survivor remix of survivalism by nine inch nails,die in progress,anger,LYRICS_NOT_FOUND
Unholy Medieval Congregation,Uruk-Hai,unholy medieval congregation,urukhai,anger,LYRICS_NOT_FOUND
My Sword for the Shadows Throne,Uruk-Hai,my sword for the shadows throne,urukhai,anger,LYRICS_NOT_FOUND
Um als Verloren zu Gelten,Die In Progress,um als verloren zu gelten,die in progress,anger,LYRICS_NOT_FOUND
Untitled 1,Sissy Spacek,untitled 1,sissy spacek,anger,LYRICS_NOT_FOUND
"Eric And Kitty Both Die Within A Month Of Each Other, Red Stares At The Coffee Table",Venetian Snares,eric and kitty both die within a month of each other red stares at the coffee table,venetian snares,anger,LYRICS_NOT_FOUND
The Dark Well Of The Winter Forest,Uruk-Hai,the dark well of the winter forest,urukhai,anger,LYRICS_NOT_FOUND
Noise Anthem (Infacted 4 Version),Soman,noise anthem infacted 4 version,soman,anger,LYRICS_NOT_FOUND
Interludio,Uruk-Hai,interludio,urukhai,anger,LYRICS_NOT_FOUND
Someone Painted A Giant Paperclip On The Sidewalk Right Where You Fell,Venetian Snares,someone painted a giant paperclip on the sidewalk right where you fell,venetian snares,anger,LYRICS_NOT_FOUND
Knights of the Castle of the Black Sun,Uruk-Hai,knights of the castle of the black sun,urukhai,anger,LYRICS_NOT_FOUND
A march for new european,Jack or Jive,a march for new european,jack or jive,anger,LYRICS_NOT_FOUND
Cosmic Trigger Pulled At Koenji Space-Station,Guilty Connector,cosmic trigger pulled at koenji spacestation,guilty connector,anger,LYRICS_NOT_FOUND
Filosofia Oculta,Uruk-Hai,filosofia oculta,urukhai,anger,LYRICS_NOT_FOUND
He Was Shot By One Of Brian’s Children Holding The Cats Hostage In A Cardboard Box,Venetian Snares,he was shot by one of brians children holding the cats hostage in a cardboard box,venetian snares,anger,LYRICS_NOT_FOUND
Earnestly Pursued Oblivion,Opir,earnestly pursued oblivion,opir,anger,LYRICS_NOT_FOUND
Power in Paper,Cogwheel Dogs,power in paper,cogwheel dogs,anger,LYRICS_NOT_FOUND
Lethal Defense Systems V1,PreEmptive Strike 0.1,lethal defense systems v1,preemptive strike 01,anger,LYRICS_NOT_FOUND
What I Saw,Ultraform,what i saw,ultraform,anger,LYRICS_NOT_FOUND
She Spoke To It Through A Clock Radio In A Dream And Woke As A Cloudburst Obliterating Her Civilization,Venetian Snares,she spoke to it through a clock radio in a dream and woke as a cloudburst obliterating her civilization,venetian snares,anger,LYRICS_NOT_FOUND
Sequenzen,Die In Progress,sequenzen,die in progress,anger,LYRICS_NOT_FOUND
GABBA TANO*C,赤いひと,gabba tanoc,赤いひと,anger,LYRICS_NOT_FOUND
Synapsenbrecher (13th Monkey remix),KiEw,synapsenbrecher 13th monkey remix,kiew,anger,LYRICS_NOT_FOUND
The perils of yeast,pumpkin jacket,the perils of yeast,pumpkin jacket,anger,LYRICS_NOT_FOUND
He Secretly Collected Tragedies Under The Guise Of Learning From Past Mistakes And Moving Forward,Venetian Snares,he secretly collected tragedies under the guise of learning from past mistakes and moving forward,venetian snares,anger,LYRICS_NOT_FOUND
He Shit Out His Own Skeleton And Wore His Floppy Flesh Like A Trench Coat,Venetian Snares,he shit out his own skeleton and wore his floppy flesh like a trench coat,venetian snares,anger,LYRICS_NOT_FOUND
He Became A Crooked Steeple In A Dusty Old Snow Globe Nobody Had Turned Over In Years,Venetian Snares,he became a crooked steeple in a dusty old snow globe nobody had turned over in years,venetian snares,anger,LYRICS_NOT_FOUND
Efface (long version),Merzbow,efface long version,merzbow,anger,LYRICS_NOT_FOUND
Farm Of Heads,DRILL BRA,farm of heads,drill bra,anger,LYRICS_NOT_FOUND
The White Order of Lucifer,Uruk-Hai,the white order of lucifer,urukhai,anger,LYRICS_NOT_FOUND
Namaste Geist Gestalt,Lauxna Lauksna,namaste geist gestalt,lauxna lauksna,anger,LYRICS_NOT_FOUND
Stay With Me,Fire In The Head,stay with me,fire in the head,anger,LYRICS_NOT_FOUND
Amanda,RoughSketch,amanda,roughsketch,anger,LYRICS_NOT_FOUND
Slug Bait 3 (32AR),Throbbing Gristle,slug bait 3 32ar,throbbing gristle,anger,LYRICS_NOT_FOUND
Biomorph,Modulate,biomorph,modulate,anger,LYRICS_NOT_FOUND
きまぐれあくびちゃん,大槻ケンヂと絶望少女達,きまぐれあくびちゃん,大槻ケンヂと絶望少女達,anger,LYRICS_NOT_FOUND
Crazy Painted On Eyebrows Staring Out The Front Window Eating Hot Dog Buns,Venetian Snares,crazy painted on eyebrows staring out the front window eating hot dog buns,venetian snares,anger,LYRICS_NOT_FOUND
"Sora no Aka, Sora no Ao",志方あきこ,sora no aka sora no ao,志方あきこ,anger,LYRICS_NOT_FOUND
Mecha Tremors (Radio Edit),Animassacre,mecha tremors radio edit,animassacre,anger,LYRICS_NOT_FOUND
Say School Bus Yellow 17 Times Then Say Your Own Name And Cry,Venetian Snares,say school bus yellow 17 times then say your own name and cry,venetian snares,anger,LYRICS_NOT_FOUND
Nothing's Parting Again,Die In Progress,nothings parting again,die in progress,anger,LYRICS_NOT_FOUND
A Desperate Cry For Help,Battery Cage,a desperate cry for help,battery cage,anger,LYRICS_NOT_FOUND
Happy Day,endorphin / Skinny D,happy day,endorphin skinny d,anger,LYRICS_NOT_FOUND
This Goat Skull Is No Good For Thirsty Psy-trance Workers,Shitmat,this goat skull is no good for thirsty psytrance workers,shitmat,anger,LYRICS_NOT_FOUND
The Washington Consensus,Opir,the washington consensus,opir,anger,LYRICS_NOT_FOUND
Traumerei,ルルティア,traumerei,ルルティア,anger,LYRICS_NOT_FOUND
Asphalt & Flower,RoughSketch,asphalt flower,roughsketch,anger,LYRICS_NOT_FOUND
Night of the Templars (outro),Uruk-Hai,night of the templars outro,urukhai,anger,LYRICS_NOT_FOUND
Unforgiven,Die In Progress,unforgiven,die in progress,anger,LYRICS_NOT_FOUND
Perparaphy,Knurl,perparaphy,knurl,anger,LYRICS_NOT_FOUND
Purify all,t+pazolite,purify all,tpazolite,anger,LYRICS_NOT_FOUND
inject,Controlled Collapse,inject,controlled collapse,anger,LYRICS_NOT_FOUND
Rhizostoma Democratica,Opir,rhizostoma democratica,opir,anger,LYRICS_NOT_FOUND
GAME,Akira Death,game,akira death,anger,LYRICS_NOT_FOUND
kill all lifeforms (clashed edit),klangstabil,kill all lifeforms clashed edit,klangstabil,anger,LYRICS_NOT_FOUND
Unseen,Elyzium,unseen,elyzium,anger,LYRICS_NOT_FOUND
This Is Not a Rhythm (Maschine mix),Hypnoskull,this is not a rhythm maschine mix,hypnoskull,anger,LYRICS_NOT_FOUND
Live To Hate,Razored The Goblin,live to hate,razored the goblin,anger,LYRICS_NOT_FOUND
Decomposed Cadaver On The Cross,Morbosidad,decomposed cadaver on the cross,morbosidad,anger,LYRICS_NOT_FOUND
Stahlwerk,Volt,stahlwerk,volt,anger,LYRICS_NOT_FOUND
スペクトル,ルルティア,スペクトル,ルルティア,anger,LYRICS_NOT_FOUND
Conspiracy Of The Mankind,Guilty Connector,conspiracy of the mankind,guilty connector,anger,LYRICS_NOT_FOUND
Regen des Verfalls,Die In Progress,regen des verfalls,die in progress,anger,LYRICS_NOT_FOUND
What a Girl Wants,포미닛,what a girl wants,포미닛,anger,LYRICS_NOT_FOUND
Timesick,Kroakers,timesick,kroakers,anger,LYRICS_NOT_FOUND
Irrésistiblement,The Eccentric Opera,irrésistiblement,the eccentric opera,anger,LYRICS_NOT_FOUND
"Nail, 15cm Long",Guilty Connector,nail 15cm long,guilty connector,anger,LYRICS_NOT_FOUND
Anmitzcuaca,Alek Száhala,anmitzcuaca,alek száhala,anger,LYRICS_NOT_FOUND
2AM Visit,Guilty Connector,am visit,guilty connector,anger,LYRICS_NOT_FOUND
Turn Away God,Profanatica,turn away god,profanatica,anger,LYRICS_NOT_FOUND
XRUZT,Return to Mono,xruzt,return to mono,anger,LYRICS_NOT_FOUND
In Cold Blood,Bloodhammer,in cold blood,bloodhammer,anger,LYRICS_NOT_FOUND
"Danger,terrain vallonné",sickness,dangerterrain vallonné,sickness,anger,LYRICS_NOT_FOUND
Incantation,Horse Latitudes,incantation,horse latitudes,anger,LYRICS_NOT_FOUND
Giselle,ルルティア,giselle,ルルティア,anger,LYRICS_NOT_FOUND
Morrígan,Tran Qual,morrígan,tran qual,anger,LYRICS_NOT_FOUND
"Don't ask me ""Why?""!",Painbastard,dont ask me why,painbastard,anger,LYRICS_NOT_FOUND
Mercury,FAKTOR4,mercury,faktor4,anger,LYRICS_NOT_FOUND
Eevilution,Prometheus Burning,eevilution,prometheus burning,anger,LYRICS_NOT_FOUND
Ódio,Bizarra Locomotiva,ódio,bizarra locomotiva,anger,LYRICS_NOT_FOUND
Rotten to the core (Solitary experiments remix),X-Fusion,rotten to the core solitary experiments remix,xfusion,anger,LYRICS_NOT_FOUND
Allice,Synapscape,allice,synapscape,anger,LYRICS_NOT_FOUND
No Sympathy,D-Tox,no sympathy,dtox,anger,LYRICS_NOT_FOUND
Sado-Satyrical Slavegoat,Unholy Crucifix,sadosatyrical slavegoat,unholy crucifix,anger,LYRICS_NOT_FOUND
closed circuit loop,Phuq,closed circuit loop,phuq,anger,LYRICS_NOT_FOUND
Pygmalism (remixed by Optiganally Yours),カヒミ・カリィ,pygmalism remixed by optiganally yours,カヒミカリィ,anger,LYRICS_NOT_FOUND
Nightfall,Return to Mono,nightfall,return to mono,anger,LYRICS_NOT_FOUND
Nocturnal Fornications,Nuclear Desecration,nocturnal fornications,nuclear desecration,anger,LYRICS_NOT_FOUND
Cans,Mico de Noche,cans,mico de noche,anger,LYRICS_NOT_FOUND
Warlord (Album Version),Terrorfakt,warlord album version,terrorfakt,anger,LYRICS_NOT_FOUND
Slaves (Of The Crucifix),Poison (GER),slaves of the crucifix,poison ger,anger,LYRICS_NOT_FOUND
輝夜,志方あきこ,輝夜,志方あきこ,anger,LYRICS_NOT_FOUND
cage of love,Daija,cage of love,daija,anger,LYRICS_NOT_FOUND
New York over a period of six months,the Ugliest Man in the World,new york over a period of six months,the ugliest man in the world,anger,LYRICS_NOT_FOUND
Camouflaged Identity,FFH,camouflaged identity,ffh,anger,LYRICS_NOT_FOUND
"Owl, Barn - Territorial scream",Cornell Lab of Ornithology,owl barn territorial scream,cornell lab of ornithology,anger,LYRICS_NOT_FOUND
Iiris,Bizarre Uproar,iiris,bizarre uproar,anger,LYRICS_NOT_FOUND
Finally,Mariel Ito,finally,mariel ito,anger,LYRICS_NOT_FOUND
to the unseen ground,Daija,to the unseen ground,daija,anger,LYRICS_NOT_FOUND
Chime of the Goat's Head Bell,Crucifier,chime of the goats head bell,crucifier,anger,LYRICS_NOT_FOUND
祈り～モンラム～,志方あきこ,祈りモンラム,志方あきこ,anger,LYRICS_NOT_FOUND
Very Important Beep,DJ TECHNORCH,very important beep,dj technorch,anger,LYRICS_NOT_FOUND
Für Elise (feat. Gurthang) - Bonus track,Negrobeat,für elise feat gurthang bonus track,negrobeat,anger,LYRICS_NOT_FOUND
Fabulist Decay,Cabinet of Natural Curiosities,fabulist decay,cabinet of natural curiosities,anger,LYRICS_NOT_FOUND
endlicher Entfernung,Berserk+Haste,endlicher entfernung,berserkhaste,anger,LYRICS_NOT_FOUND
Mars Is A Pretty Red Dress,The Sleeping Sea,mars is a pretty red dress,the sleeping sea,anger,LYRICS_NOT_FOUND
Lost in the Loneliness,Subliminal Code,lost in the loneliness,subliminal code,anger,LYRICS_NOT_FOUND
Doléances D'une Promise De Saintes Colombes,Luc Arbogast,doléances dune promise de saintes colombes,luc arbogast,anger,LYRICS_NOT_FOUND
Quadrephlex,Kinesthesia,quadrephlex,kinesthesia,anger,LYRICS_NOT_FOUND
Tuning Out,Prometheus Burning,tuning out,prometheus burning,anger,LYRICS_NOT_FOUND
Loli Crying In The Rain (Three compressors! Wheee~),Bubblegum Noise,loli crying in the rain three compressors wheee,bubblegum noise,anger,LYRICS_NOT_FOUND
aphrodisiac,Daija,aphrodisiac,daija,anger,LYRICS_NOT_FOUND
Improvvisazione per interferenza di massa,Nico Mangifesta,improvvisazione per interferenza di massa,nico mangifesta,anger,LYRICS_NOT_FOUND
生き方,Akira Death,生き方,akira death,anger,LYRICS_NOT_FOUND
White and Black,The Rorschach Audio,white and black,the rorschach audio,anger,LYRICS_NOT_FOUND
復活富士山頂大回転,DJ TECHNORCH,復活富士山頂大回転,dj technorch,anger,LYRICS_NOT_FOUND
謳う丘～EXEC_HARVESTASYA/.～,志方あきこ,謳う丘exec_harvestasya,志方あきこ,anger,LYRICS_NOT_FOUND
Dreams Die.,Navicon Torture Technologies,dreams die,navicon torture technologies,anger,LYRICS_NOT_FOUND
Slave,Hydrocyanic,slave,hydrocyanic,anger,LYRICS_NOT_FOUND
From flesh to machines,Alek Száhala,from flesh to machines,alek száhala,anger,LYRICS_NOT_FOUND
Die Höhle des Löwen,Die In Progress,die höhle des löwen,die in progress,anger,LYRICS_NOT_FOUND
Grind,RoughSketch,grind,roughsketch,anger,LYRICS_NOT_FOUND
Long Lasting Happiness Part 4,Grunt,long lasting happiness part 4,grunt,anger,LYRICS_NOT_FOUND
a foray into the jungle of my mind,Phuq,a foray into the jungle of my mind,phuq,anger,LYRICS_NOT_FOUND
Time Passes Directly Through Hell,Die In Progress,time passes directly through hell,die in progress,anger,LYRICS_NOT_FOUND
Carry On,DIE!!DIE!!COLOR!!!,carry on,diediecolor,anger,LYRICS_NOT_FOUND
Weapon of Mass Pwnage,Suicide Fetish,weapon of mass pwnage,suicide fetish,anger,LYRICS_NOT_FOUND
into the LIGHT,God Module,into the light,god module,anger,LYRICS_NOT_FOUND
Equilibrium In The Deathwind Stench,Sepulchral Aura,equilibrium in the deathwind stench,sepulchral aura,anger,LYRICS_NOT_FOUND
Killsound (feat. MC Jakes),Tech Itch & Gein,killsound feat mc jakes,tech itch gein,anger,LYRICS_NOT_FOUND
Zusammengehörigkeit,Betwixt & Between,zusammengehörigkeit,betwixt between,anger,LYRICS_NOT_FOUND
Silent Hunter,Winter Offensive,silent hunter,winter offensive,anger,LYRICS_NOT_FOUND
Out,Amphetamine Logic,out,amphetamine logic,anger,LYRICS_NOT_FOUND
Dismembering Chamber,Sala della Pallacorda,dismembering chamber,sala della pallacorda,anger,LYRICS_NOT_FOUND
Don't Crash (Pulenta Version),Clonn,dont crash pulenta version,clonn,anger,LYRICS_NOT_FOUND
symbinarcotic air breather deep in the arms of morphine,klaswar,symbinarcotic air breather deep in the arms of morphine,klaswar,anger,LYRICS_NOT_FOUND
Snap My Fingers,Ultraform,snap my fingers,ultraform,anger,LYRICS_NOT_FOUND
WORST STRIKE,Five Star Hotel,worst strike,five star hotel,anger,LYRICS_NOT_FOUND
ORBITS,Five Star Hotel,orbits,five star hotel,anger,LYRICS_NOT_FOUND
エルーシア,志方あきこ,エルーシア,志方あきこ,anger,LYRICS_NOT_FOUND
DEALER,Five Star Hotel,dealer,five star hotel,anger,LYRICS_NOT_FOUND
We're All Crazy,Phobium,were all crazy,phobium,anger,LYRICS_NOT_FOUND
Manufactured and Sold,Gears of Destruction,manufactured and sold,gears of destruction,anger,LYRICS_NOT_FOUND
Trolling '98,Slogun,trolling 98,slogun,anger,LYRICS_NOT_FOUND
Frozen Guitars And Sunloop/7e,Merzbow,frozen guitars and sunloop7e,merzbow,anger,LYRICS_NOT_FOUND
You'll Love Me When I'm Dead,Doe Eye,youll love me when im dead,doe eye,anger,LYRICS_NOT_FOUND
キオカイト,志方あきこ,キオカイト,志方あきこ,anger,LYRICS_NOT_FOUND
harshwave,Antireality,harshwave,antireality,anger,LYRICS_NOT_FOUND
SQUAD,Five Star Hotel,squad,five star hotel,anger,LYRICS_NOT_FOUND
Prana,High Level Static,prana,high level static,anger,LYRICS_NOT_FOUND
first_drop,noise.inc,first_drop,noiseinc,anger,LYRICS_NOT_FOUND
SNOWBLIND,Five Star Hotel,snowblind,five star hotel,anger,LYRICS_NOT_FOUND
SPIRICOM,Five Star Hotel,spiricom,five star hotel,anger,LYRICS_NOT_FOUND
D0PX,Five Star Hotel,d0px,five star hotel,anger,LYRICS_NOT_FOUND
Harsh Drugs & BDSM - W.A.S.T.E. Harsh Noise Mix,Alien Vampires,harsh drugs bdsm waste harsh noise mix,alien vampires,anger,LYRICS_NOT_FOUND
Rich Daddy,Magik Markers,rich daddy,magik markers,anger,LYRICS_NOT_FOUND
Daily Matters,Blind Zero,daily matters,blind zero,anger,LYRICS_NOT_FOUND
Thoughts Affect Matter,Navicon Torture Technologies,thoughts affect matter,navicon torture technologies,anger,LYRICS_NOT_FOUND
ECRIT ELON,Five Star Hotel,ecrit elon,five star hotel,anger,LYRICS_NOT_FOUND
World in a mess,Hakuchi,world in a mess,hakuchi,anger,LYRICS_NOT_FOUND
Blue Hole,Hommarju,blue hole,hommarju,anger,LYRICS_NOT_FOUND
黎明～Aurora～,志方あきこ,黎明aurora,志方あきこ,anger,LYRICS_NOT_FOUND
Chains Of Sow,Wolverine Carcass,chains of sow,wolverine carcass,anger,LYRICS_NOT_FOUND
ventrex,Phuq,ventrex,phuq,anger,LYRICS_NOT_FOUND
Rock Bath,Skerror,rock bath,skerror,anger,LYRICS_NOT_FOUND
試想/想起/起動,志方あきこ,試想想起起動,志方あきこ,anger,LYRICS_NOT_FOUND
EOLS (ALT TAKE),Five Star Hotel,eols alt take,five star hotel,anger,LYRICS_NOT_FOUND
Übermensch,Miserycore,übermensch,miserycore,anger,LYRICS_NOT_FOUND
春告げ～Raggi di primavera～,志方あきこ,春告げraggi di primavera,志方あきこ,anger,LYRICS_NOT_FOUND
When I Am High,Tsar Poloz,when i am high,tsar poloz,anger,LYRICS_NOT_FOUND
From the Abyss,Cathedral of Failure,from the abyss,cathedral of failure,anger,LYRICS_NOT_FOUND
Hardcore (Radio Mix),Cosmic Gate,hardcore radio mix,cosmic gate,anger,LYRICS_NOT_FOUND
Sueisfine,Coaltar of the Deepers,sueisfine,coaltar of the deepers,anger,LYRICS_NOT_FOUND
Not An Option (Ordos),Jarrid Mendelson,not an option ordos,jarrid mendelson,anger,LYRICS_NOT_FOUND
FAIL SAFE (VERSION) / WORK,Five Star Hotel,fail safe version work,five star hotel,anger,LYRICS_NOT_FOUND
"Mein Blut, Meine Asche",Rasthof Dachau,mein blut meine asche,rasthof dachau,anger,LYRICS_NOT_FOUND
Live at Mania,Alek Száhala,live at mania,alek száhala,anger,LYRICS_NOT_FOUND
Luftzug II,Pneumogaastriq,luftzug ii,pneumogaastriq,anger,LYRICS_NOT_FOUND
Dva tisice let,Maniac Butcher,dva tisice let,maniac butcher,anger,LYRICS_NOT_FOUND
The Red Fog,Gears of Destruction,the red fog,gears of destruction,anger,LYRICS_NOT_FOUND
cliché (original version),"if you can't bring any beauty into the world, the next best thing is to show everybody how ugly everything is.",cliché original version,if you cant bring any beauty into the world the next best thing is to show everybody how ugly everything is,anger,LYRICS_NOT_FOUND
Miserable Failure,Pig Dogs,miserable failure,pig dogs,anger,LYRICS_NOT_FOUND
Gold Ichor Spills From Shattered Bones,Death Kneel,gold ichor spills from shattered bones,death kneel,anger,LYRICS_NOT_FOUND
Resurser,Arv & Miljö,resurser,arv miljö,anger,LYRICS_NOT_FOUND
TurboR-909,Blasterhead,turbor909,blasterhead,anger,LYRICS_NOT_FOUND
cunts,Dalglish,cunts,dalglish,anger,LYRICS_NOT_FOUND
Fødemugg,Dau Unge,fødemugg,dau unge,anger,LYRICS_NOT_FOUND
Bestial Incineration,Throneum,bestial incineration,throneum,anger,LYRICS_NOT_FOUND
Saw-Saw.,t+pazolite,sawsaw,tpazolite,anger,LYRICS_NOT_FOUND
A Lifetime of Pain,Gears of Destruction,a lifetime of pain,gears of destruction,anger,LYRICS_NOT_FOUND
Obedience to authority,Ruby,obedience to authority,ruby,anger,LYRICS_NOT_FOUND
Sabotage (Ordos),Jarrid Mendelson,sabotage ordos,jarrid mendelson,anger,LYRICS_NOT_FOUND
Flowers Were Real,Esa,flowers were real,esa,anger,LYRICS_NOT_FOUND
elements,My Boyfriend the Pilot,elements,my boyfriend the pilot,anger,LYRICS_NOT_FOUND
Glitched From Beyond,Gears of Destruction,glitched from beyond,gears of destruction,anger,LYRICS_NOT_FOUND
