track,artist
Сексуальная контрреволюция,Среднерусская Возвышенность
Gloom Monger,Keshco
Bohemian Rhapsody,Moritz
Ida,The Milk Monitors
Разбудить,Дмитрий Максимачёв
"Jaglied, Waldszenen, Op. 82",Leon McCawley
konšelská,Jan Werich
Naked in Heaven,The Barbie Queue
Уап-та-ду-ду-да,Дмитрий Максимачёв
Only an Accident -outtake-,James Call!
In the Name of Religion,Bak XIII
Я теперь композитор,The Unb
I Carry Them In My Head,Antiqcool
Paints Of War,Garden Of Madness
Videoesque,Keshco
Milk mushroom,Scheidenbach
"Not Afternoon, But Evening",HealeyIsland
Reasons,Tibursky
The Guest List,Bm Linx
Money Buys Luv,Kroakers
Я ударил логопеда,The Unb
PEACE & HARMONY,Angie and George
Ready to die (Kenneth's Lament),Nick Elward
Du-te naibi,Tapinarii
Surf N Turf,Dementio13
hot diarrhoea,Ashbrg
Ein Frankreich,Morakott TEror Kihrupagganoize
Ĉiuj Ni Amegas Usonon,La Perdita Generacio
Dance Floor,The Grape Kool-Aid Experience
Päden,Kitkerät Neitsyet
Gromits Of The World Unite!,Wine
Toten Torture Kompanie (TTK Marsch),DAS SM REICH
Crank,Dementio13
-------------,Joachim Deutschland
虚,志方あきこ
Sono perfetto,Nanocaino
Your Worldview Gets Me Down,The Debutante Hour
Вальс,Дмитрий Максимачёв
Scheherezade,The Debutante Hour
Get It Out Of Your Head,The Vinyls
Deutsche Volksmusik,Gert 3000
Таракан,Среднерусская Возвышенность
I am Yours,Matthew Reid
Тетрадь № 5 (Колыбельнинг),The Unb
Happier This Way,Matt Casella
Set Two,Matt Wellins
Cesso,Pippo Franco
Несколько slow,The Unb
Que Sera Sera (trad.),ПСОЙ КОРОЛЕНКО
Кончилось,The Unb
Sand dance,Scheidenbach
Ночной контролёр,The Unb
Classical Symphony op. 35 - Allegro,Sergei Prokofiev
Objectifs,Umkra
3-4 минуты,Дмитрий Максимачёв
For Myself,The Debutante Hour
Зецол,The Unb
Step on the beast,Eurythmics
Round of Applause,The Real James
Cancer on Fire,Prussia
Не буду панком!,Джай Бату
Miracle Birth,The Debutante Hour
Devil Song,The Debutante Hour
Дизайнеры,Minenok
"Vitamins, Hormones And Pills",Sophie Tucker
Galax,The Debutante Hour
Be Yourself,The Debutante Hour
Fickificki,SadoSato
Wolfsangel Rune,David Ledden
Zombies Are Zen,The Debutante Hour
Miss Piggy's Long Way to Schnitzelparadise,The Barbie Queue
4th Dimension,The Debutante Hour
Eirik synger,Hamu(e)mon
Sunday in the Trailer,The Debutante Hour
Desperate Man,Back To Komo
Close to you (serge version),I hate myself but I hate you more... {James Call}
This Land (intro),Avenue D
Ballad Of Dombovar,Nine Below Zero
"Croak, Hiss & Sputter",The Debutante Hour
Neutron Fun (Sinfusion Remix),Vault-113
Obligatory Tattoo,Beware Fashionable Women
Watch Carrie Eat,The Debutante Hour
Organizing My Planner For Next Week,The Debutante Hour
lopez must die,Wine
The Mockney Swing,The Vinyls
Sometimes I Wonder About The Creator Of The Universe,The Debutante Hour
She Had Alien Written All Over Her,The Prima Donnas
Hurry,The Vinyls
When You're Mine,Fox Thomas
Nie będę grzeczną dziewczynką,Blues Flowers
Занимательная уфолохия,The Unb
Unknown 2,Mentallo & The Fixer
ballada o turnieju w blois,Piwnica pod Baranami
Объяснительная,Беломорс
cooperation,a finely-tailored jitbag
Raspberry Pie,Aetherius
Medley,Rainald Grebe
The Sarko skanking,Polemix & la Voix Off
Makeup,The Vinyls
Opinion,Summit of Nothing
Ехала машина грузовая... (Der Lastkraftwagensong),The Unb
37.5%/If she don't like me,The Wild Parochial Boy
Write A Bible of Your Own,Kevin Brown
Аэро-Аура,СОРГО
Отсчет,Лебедь Х-1
Down Among the Dead Men,Gloria Deluxe
stress,DJ Prd
Definitions,Roy Garrou
Verisimilitude,Jennifer and Lopez
Ups&Downs,The Vinyls
Who's In Albert Square,The Vinyls
Timmy's Party,Nick Elward
Push It (Bedroom Mix),You Pretty Thing
Deutsche Marsche,Autodafe
Po trupach do celu,Kuba Wojewódzki & Michał Figurski
Fixed To The Floor,The Vinyls
The Great Corrupter (Of Youth),Beware Fashionable Women
גם אני בקטע,רייסקינדר
Music Lesson #1,Alessandro Miani
Different (Acoustic Version),Robbie Williams
02 - sex,Frank Zappa
It's in the Koran,Patrick Henry
I Won't Bite,The Vinyls
Flashball Racolage (feat. K-Lhyr),Umkra
Viajes exóticos,Daniel Higiénico y la Quartet de Baño Band
Regular TV,The Electronic Dictionary
Please Just Be Yourself,The Vinyls
I'll Be Here Instead,The Vinyls
The Whiskey,Geoff Berner with Wayne Adams and Diona Davies
He's A Clown,The Vinyls
When You Walk Home,The Vinyls
Crown (empty-throne-mix 2005),The Dust of Basement
White People Rich,NESH COMPLEX ft. NSFW Show
Hello Conscience (War Child) - The Zutons,The Zutons
PHARMER PHIGHT BLAST 9000,Autistic Fengshui Sauna
Viva La Inquisición,Griffin L.O.G.
Body Machine Body 09,Leæther Strip
You Are Mine,Garden Of Madness
genetic ****up,Leæther Strip
"The Truth is, my Darling",The House of Keyes
Rosen auf den Weg gestreut/Embrace the Fascists,Daniel Kahn & The Painted Bird
Мой Досуг (Ш. Брянский),ПСОЙ КОРОЛЕНКО
"Ciotka, telefon (A call to aunt B.)",yarogniew
I Am Ime MeMe,pppfff
Rain Man (Live At Limetea),Broken Ideology
"Birthday, Deathday",Dethklok
Strange Way,"Faith, Folk And Anarchy"
My Way,A-Live
Loserville Park,"BAD (Buster, Adam, Donny)"
Does She Love You,The Vinyls
Message to Duncan Fell,Hyaena
You Are Mine [live 29/11/2009],Garden Of Madness
G roofer,Shit FM
LOOK AT ME,$cami
"Mr. Fripp, Can I Have An Autograph?",Broken Ideology
Song for the Lovers,Horses About Men
Il maniaco romantico,Mark Dantès
Cab Driver,Sucker Kings
I Just Don't Get It,Midi Life Crisis
Morning Song [Take 2],Alexander Joseph
Es ist an der Zeit,Westernhagen
Jacobi/Jacuzzi,I love shopping malls!
Morning Song [Take 1],Alexander Joseph
Official Theme Song for the 2010 Vancouver/Whistler Olympic Games,Geoff Berner
The Whole of the Moon (Red Line),Peter Mulvey
New Years Resolution,Horses About Men
Ten Thousand Dreams,Sasha Papernik
Sometimes (Live),Shark Eye
How To Make You Die (Live),Shark Eye
Standing in My Way,Debbie Harry
Satisfactionallvoc,A-Live
Eternity,Robbie Williams feat. Guy Chambers
She's the One,Robbie Williams feat. Guy Chambers
Tryptophan Halo,Horses About Men
Not That,Horses About Men
"Christmas Dinner, I Love You",Horses About Men
The Queen's Address,Horses About Men
Don't Play Cards for Money with Corby Lund [live],Geoff Berner
sambeni,A-Live
Come Along (Live),Shark Eye
Nobody Likes You,Zombina & The Skeletones
Silent Night (Acapella),A-Live
voluzern_jon,A-Live
Pretty F**king Ironic,Magna-Fi
A Wonderful World (BAK XIII Rmx),The Chemical Sweet Kid
Kontaktanzeigen [live],Rainald Grebe
voluzern_stef,A-Live
Survival I [live],Rainald Grebe
Freitag [live],Rainald Grebe
Survival II [live],Rainald Grebe
Wild und Hund [live],Rainald Grebe
Für wen mach ich das [live],Rainald Grebe
Stromausfall und Soundcheck [live],Rainald Grebe
voluzern_andre,A-Live
Funny Unamed Track,Tyske Ludder
Bngrszaft,Top Bee K
"Take four, because your Birne is weich",Westernhagen
Tonite iz that Nite...,James Call
Daz übele Wip,Eberhard Kummer
Mann Ohne Gefühle,Rainald Grebe und die Kapelle der Versöhnung
I Don't Want to Lose But Who Would Want to Lose?,Girls With Depression
Er und Sie,Rainald Grebe und die Kapelle der Versöhnung
Phil Colins,Günter Grünwald
Rosi (Männer Sind So Schwach),Westernhagen
Frieden in land,ASP
Everybody Hates The United Sta,Sloppy Seconds
Ich-AG,Rainald Grebe und die Kapelle der Versöhnung
ICE,Rainald Grebe und die Kapelle der Versöhnung
Unterschiede,Rainald Grebe und die Kapelle der Versöhnung
I'm Ini Such Great Shape,BMX Bandits
Whats Up Fat Lip?,Fatlip
Du Bist So Fotogen,Westernhagen
Georgie,Westernhagen
Leg dich in die Badewanne,Rainald Grebe und die Kapelle der Versöhnung
Lord's Prayer,T V Smith
Intro- Ballad Of The Virgin Soldiers,Kinks
That Person's Hearsy Protects My Free Spirit,Susumu Yokota
"yes, that's jazz",A-Live
Fuck Yourself,Frank Zappa & Steve Vai
Beckenbauer,Rainald Grebe und die Kapelle der Versöhnung
Ein Loch in der Tasche,Westernhagen
Get Your Way,Debbie Harry
Ja,"Kaczmarski,Gintrowski,Lapinski"
Reg,Aphex Twin (Rich and Mike)
Just Another Sucker on the Vine,Tom Waits
Orange Drink,Bill Hicks
Penguin In Bondage,Frank Zappa
The Avenue Q Theme,Company
Uncle Meat,Frank Zappa
We Hate the Kids,The Indelicates
Fat Fucks,Denis Leary
Mother of Pearl,Nellie McKay
Fuck The Pope,Denis Leary
All I Want for Christmas Is a Dukla Prague Away Kit,Half Man Half Biscuit
Quartet,Jethro Tull
"Lawyers, Guns and Money",The Wallflowers
Somebody's Body,George Duke
Song with No Words (Tree with No Leaves),"Crosby, Stills, Nash & Young"
Many Thanks for Your Honest Opinion,The Lodger
Congratulations (2007 Remastered LP Version),Traveling Wilburys
Love It Is A Killing Thing,Sheila Chandra
American Beauty Radio Spot,Grateful Dead
Soul Finger Funky Broadway,The Blues Brothers
Warhead Boogie,Railroad Earth
What is a Dollar?,Chain and the Gang
Where Did All The Girls Come From?,Treat Her Right
Teen Dream,Betty X
Pobres marcianos,Virulo
Seven And Seven Is,Alice Cooper
In Other Words I Hate You,The Beautiful South
This Girl,Jordan Zevon
Imperial Teen,Imperial Teen
I've Got a Right to Love My Woman,Buddy Guy
Saturday Night  ( LP Version),Eagles
Meatmen Stomp,The Meatmen
29 Dollars,Tom Waits
Binaca,Kevin Blechdom
Los Americanos,Piero
"un poison violent, c'est la l'amour",Serge Gainsbourg
Hey Ya'll (2006 Remastered LP Version),Black Oak Arkansas
Balada de Gumersindo,Virulo
Poor Poor Pitiful Me,Jackson Browne & Bonnie Raitt
Dream For Him (Previously Unreleased Live Version),"Crosby, Stills, Nash & Young"
Quest For Thrills,Danielson
Born Cross-Eyed (Remastered LP Version),Grateful Dead
Suffer (Demo Version),Curtis Mayfield
Spoonful (Live At Winterland),Cream
Che cossè l'amour,Vinicio Capossela
Roland Chorale,Warren Zevon
Clinton Got A Blowjob,Eric Schwartz
Genocide Fields,Kalashnikov
Girls Can Keep a Secret,Carter The Unstoppable Sex Machine
Satellite of Love (2003 Remaster),Lou Reed
Becoming a Man,The Meatmen
Black Market White Baby Dealer,Liz Phair
Black Peter (Remastered LP Version),Grateful Dead
Barren Egg (LP Version),Jill Sobule
Sold My Soul (LP Version),Jill Sobule
I'm So Happy (LP Version),Jill Sobule
Lo-Fi Animals,Tom Waits
Where the Wild Roses Grow (Album Version),Kylie Minogue
Happy Town (LP Version),Jill Sobule
Country Road (LP Version),James Taylor
On a Mission,Terrorvision
Almost Said Goodbye (Live),Peter Frampton
Power Of Love (LP Version),Huey Lewis & The News
Ballad Of A Salesman Who Sold Himself,Kevin Ayers
Hash Murders,Kalashnikov
Tell All The People ( LP Version ),The Doors
Cold Ethyl,Mick Mars
Countrier Than Thou,Robbie Fulks
Stand By Your Man,Plasmatics
This Is Captain Beefheart / Love Lies,Captain Beefheart & His Magic Band
Run To You,Lou Barlow
Smalltown (Live Album Version),Lou Reed
Dreams (Live PBS Version),Fleetwood Mac
Call On Me (Live Album Version),Lou Reed
Spanish Moon (Album Version),Little Feat
Wish You Where Here (Album Version),Alice Cooper
I'm In The Music Business,Jeff Simmons
House Of Broken Dreams  (LP Version),"Crosby, Stills & Nash"
Silver Springs (Live PBS Version),Fleetwood Mac
If This Is It (LP Version),Huey Lewis & The News
Do You Believe In Love (LP Version),Huey Lewis & The News
Set The Twilight Reeling (Live Album Version),Lou Reed
Looking Glass Self,Kevin Cryderman
Word Of Mouth,Warren Zevon
"Lawyers, Guns And Money (2007 Remastered LP Version)",Warren Zevon
Laurent Gerra décortique l'actu,RTL
Got To Move (LP Version),Fleetwood Mac
Ruby (For Miss Ruby Starr),Raging Slab
Everybody Knows This Is Nowhere (LP Version),Neil Young
The Last Chance Texaco (LP Version),Rickie Lee Jones
Gigolo (Live Version),Black Oak Arkansas
Coolsville (LP Version),Rickie Lee Jones
Drooling Midrange Accountants on Easter Hay,Frank Zappa
Excitable Boy (2007 Remastered LP Version),Warren Zevon
Dog and Butterfly (Live),Heart
Mystery Train/Crossroads [Live At The Aquarius - The Second Performance] (LP Version),The Doors
Johnny Strikes Up The Band (2007 Remastered LP Version),Warren Zevon
The Dental Hygiene Dilemma,Ensemble Modern
Heavy Horses (2003 Digital Remaster),Jethro Tull
Michael Brennan,Barenaked Ladies
Broadford Bazaar (2003 Digital Remaster),Jethro Tull
Leather And Lace (LP Version),Stevie Nicks
Pope on a Rope,The Meatmen
"talk of TV, movies, acting and performing",Warren Zevon
Weathercock (2003 Digital Remaster),Jethro Tull
96 Tears,Tom Tom Club
Mean Old World,Colin Nagle
Buying In,Saigon High Chair Pirates
Kill Your Sons (Remastered),Lou Reed
Live in Japan,Mike Keneally & Beer for Dolphins
Journey Man (2003 Digital Remaster),Jethro Tull
E.P.V. (Live) (Remastered 2006),Soft Machine
Pissed Hot for Weed,The Meatmen
Rosemary Girl,Mike Keneally
Snowcow,Mike Keneally
One Brown Mouse (2003 Digital Remaster),Jethro Tull
Veracruz (2007 Remastered LP Version),Warren Zevon
Dislocation Blues,Chris Whitley
No Lullaby (2003 Digital Remaster),Jethro Tull
(Get a) grip (on yourself),Los Panchos? Sí!
Lightnin' Roy,Mike Keneally
Bo Diddley's A Gunslinger/Bo Diddley (2007 Remastered Live LP Version),Warren Zevon
Land of Broken Dreams,Mike Keneally
Кишки наружу,Беломорс
Johnny's Garden (LP Version),Stephen Stills
The Bullet That Hits You,Robert Love
Keep on Keeping On  (LP Version),Curtis Mayfield
Duke Special - Last Night I Nearly Died,JMFH
"Abba, God and Me",The Meatmen
Dry Your Eyes (For Joey Ramone & Billy Hilfiger),Raging Slab
My Dying Bed,Robert Love
Kama Sutra Time,Flo & Eddie
No Place I'd Rather Be,Lowell George & The Factory
Love's a Mystery,The Tubes
There's The Girl (Digitally Remastered 00),Heart
Another Day (Another Letter) (LP Version),Boz Scaggs
Crisis? What Crisis? - 04 - A Soapbox Opera,Supertramp
The Road Leads Down,Chris Whitley
Right Now (LP Version),Stephen Stills
Let Nothing Come Between You (2007 Remastered LP Version),Warren Zevon
Below the Wire,Robert Love
Hard Rain's a-Gonna Fall,Ann Wilson
The Disappearing Heart!,Also
Will You Be There (In The Morning) (Digitally Remastered 00),Heart
Hello Girls,Freaks on Floor
Here Lies,Raging Slab
The Sanzini Brothers Return,Flo & Eddie
Dorita - The Spirit,Lou Reed
Candy Cane Madness (live version),Lowell George & The Factory
Nasty (extended version),Kevin Cryderman
Can't Find My Way Home (Crossroad 2 Box/Set Version),Eric Clapton
Blowjobs Ain't Cheatin',The Meatmen
Teflon Girl (good-natured raillery cooked in a light pop-rock banter),Kevin Cryderman
Play That Guitar Rag,David Wilcox
Jet Set (Sigh) (LP Version),Stephen Stills
Drivin' All Night,The Tubes
Truth Is You Lied,Jill Sobule
Ragged Ass,Mike Keneally & Beer for Dolphins
"Eddie, Are You Kidding?",Flo & Eddie
Do a Whippet,The Meatmen
Plain Division,The Jim Carroll Band
Shaking the Foundations,Rough Trade
"One Down, Three to Go",The Meatmen
Framed,Lowell George & The Factory
Friends Reunited,Sp3ccylad
The Rocker (Live (1978)),Thin Lizzy
The Ballad of Stinky Penis,The Meatmen
Petrified Whitey,The Meatmen
Irish People,Denis Leary
Wouldn't It Be Good (Acoustic Version),Nik Kershaw
To Walk the Plank,Lady Laudanum
Wonderbread Bodies,The Tubes
"Happy Birthday, Columbia",Don Paris Schlotman
Genius Of America,The Tubes
Cold Comfort,Don Francisco
K K K,The Meatmen
T.V. Is King,The Tubes
We're the Meatmen & You Suck!,The Meatmen
Tennessee Moon,Ron Rutherford
It's A Jungle,Rough Trade
Freak Flag,Ron Rutherford
Tower Of Babel,Don Francisco
Sleepy,Ike Willis
Caucasian Guilt,The Meatmen
The Kung Fu Killer,Flo & Eddie
Mondo Hollywood,Frank Zappa
"30,000 Lbs. Of Bananas (LP Version)",Harry Chapin
Changes,Lowell George & The Factory
Lord Have Mercy On My Soul (2006 Remastered LP Version),Black Oak Arkansas
So The Story Goes,Pontus Snibb
Bodies In Collision,Rough Trade
Rock 'n Roll Enema,The Meatmen
Say You Will (Album Version),J.D. Souther
Christian Coalition Blues,Banned from Utopia
"LookAtYouOverThere,RippingTheSawdustFromMyTeddy",Alice Cooper
Season Of The Witch,Al Kooper; Steve Stills
Butt-trumpet Express,The Meatmen
Iko-Iko (24-Bit Digitally Remastered 02),Warren Zevon
Να κοιμηθώ,Φοίβος Δεληβοριάς
Angry Eyes  [Live at the Santa Barbara Bowl],Loggins & Messina
Tule's Blues (24-Bit Digitally Remastered 02),Warren Zevon
When Electricity Came To Arkansas (LP Version),Black Oak Arkansas
Shut Us Down (Album Version),Lindsey Buckingham
The Golden Age,Mark Heard
Race Musik,Rough Trade
The Doctor is In,Ike Willis
A Few Words In Defense of My Country,Randy Newman
Captivate the Audience,The Ramps
Intro/Sweet Jane/Rock'n'Roll,Lou Reed
Do/Don't,Ike Willis
City Drops Into The Night (Live),The Jim Carroll Band
Don't Let Us Get Sick (Solo Acoustic) (Recorded Live 12/3/1999 At Austin City Limits Studios),Warren Zevon
If You Want It,Rough Trade
The Dust Blows Forward and the Dust Blows Back,Eugene Chadbourne and Jimmy Carl Black
Beg For It,Rough Trade
WPL (Wild Pagan Love) (Alternate Mix),Chris Whitley
Spare the World,Bill Spooner
He Plays the Game,Mark Heard
Know (lp),Chris Whitley
Sunshine Makes Eye Contact,Col. Bruce Hampton
Stinkfoot (KCET 1974),Frank Zappa
Cryin' Shame (2006 Remastered Live Version),Black Oak Arkansas
"Blond Hair, Blond Teeth",Ike Willis
Yo Kats,Ike Willis
Some Girls (2009 Re-Mastered Digital Version),The Rolling Stones
Whiz Quiz,The Tubes
Nellie's Lunch,Joel D'amour
Guru,Wendell Burton
dream6,Carole Pope
Was the Human Heart Meant to Hold Such Pain?,Bill Spooner
The Past Is Tense,Eugene Chadbourne and Jimmy Carl Black
Still Not Speaking,Colin Nagle
Suicide Chump (live 1978),Frank Zappa
Chasing After Love,Wine
The Foreigner From Boston,Ike Willis
Low ridin' man,Jimmy Carl Black
Like A Rolling Stone (Live),The Band With Bob Dylan
Let My Love Open The Door (remix),Pete Townshend
Baby Your Face Is Mutated,The Tubes
Get Another Go,Katbite
Mr. Green Genes,The Grandmothers
The Hip Dip,The Tubes
I ain't a Teenager No More,Pete Gioconda
The Luck Of The Irish (Remix),John Lennon & Yoko Ono
Thank You Jack White [For The Fiber-Optic Jesus That You Gave Me] [EP Version] [Previously Unreleased],The Flaming Lips
Stupid Producers,Canibus
I Know What U Say,Stack Bundles
Willin',Jimmy Carl Black
Diggin' For Gold (LP Version),Black Oak Arkansas
Love Me Two Times,Jimmy Carl Black
Lord Have Mercy On My Soul (LP Version),Black Oak Arkansas
Fever In My Mind (LP Version),Black Oak Arkansas
The (Extended Version),Jimmy Carl Black
Figurine,Warren Zevon
How Could I Be Such A Fool (rehearsal),Frank Zappa
Willin' (1971),Little Feat
Alleywalking,David Wilcox
Texas Motel Medley (live 1988),Frank Zappa
Steal Softly Through Sunshine Steal Softly Through Snow (Drop),Eugene Chadbourne and Jimmy Carl Black
Never Amount to Nothing/Hermuta,The Tubes
"Talk To Ya Later (2001 / Live At The Galaxy Theater, Santa Ana, CA)",The Tubes
Ain't Got No Beef,Chris Opperman
We Don't Feed No Livestock Here,The Grandmothers
Another Year (album version (explicit)),Amanda Palmer
It's 5 O'clock Somewhere (Live),Jimmy Carl Black
Bike Cops,Denis Leary
A J,Ike Willis
Sofa #2,Ed Palermo Big Band
Studebaker Hoch/Don't Fuck Around,Frank Zappa
Can't Afford No Shoes,Ed Palermo Big Band
Evelyn A Modified Dog,Ed Palermo Big Band
Talk To Ya Later,Bill Spooner
(Hey Baby) Que Paso?,Jimmy Carl Black
This Grievous Mistake,Mike Keneally
Po Jama People,Ed Palermo Big Band
I Kissed A Girl (live with Warren Zevon),Jill Sobule
Take Your Clothes Off When You Dance,Fido
Sex With Your Parents (Motherfucker) Pt. 2,Lou Reed
