track,artist,final_emotion
On hearing the first Cuckoo in spring,Frederick Delius,neutral
Soul 1,Spacemen 3,sadness
Halfway to a Threeway,Jim O'Rourke,calm
America,John Fahey,sadness
Zauber,Ellen Allien,neutral
Record Year,The Decemberists,sadness
I'm a Cuckoo (By the Avalanches),Belle and Sebastian,reflective
Gay Unicorn,Gay Against You,joy
Fantastic Analysis,Mouse on Mars,neutral
Blooms & Blossoms,Freescha,sadness
Sacrifice of the Moon,Ultimate Spinach,sadness
Interplay One - Full Fathom Fi,Nick Drake,sadness
Gole,Freescha,neutral
Church Music,Freescha,reflective
Boogy Foot,Freescha,sadness
Green Tea Farm,Hiromi Uehara,sadness
Abominable Love,Freescha,sadness
is this a crush?,shh... this is a library,reflective
Ommadawn Part Two,Mike Oldfield,sadness
Allegretto,Jean Sibelius,reflective
Rest your arms,Low Low Low La La La Love Love Love,sadness
L'Unica Strada,And Also The Trees,sadness
Only let things be,Low Low Low La La La Love Love Love,sadness
Roadkill moon,Low Low Low La La La Love Love Love,neutral
One piece,Low Low Low La La La Love Love Love,neutral
The cars and the storm,Low Low Low La La La Love Love Love,sadness
Lost and you,Low Low Low La La La Love Love Love,sadness
A long retreat,Low Low Low La La La Love Love Love,sadness
Flickering and fading,Low Low Low La La La Love Love Love,sadness
Tawny Owl,Wouter Bruys,reflective
Loafer Jack,Neuschwanstein,neutral
Tristess,Lars Blek,sadness
Surrexit pastor bonus,Jean Lheritier,sadness
The Choice,The Soundrops,sadness
Venus In The Evening I Have Disappeared Again,Low Low Low La La La Love Love Love,sadness
One good thing i say,Low Low Low La La La Love Love Love,sadness
Velvet Green (2003 Digital Remaster),Jethro Tull,sadness
New Country,Broken Social Scene,reflective
I'm Going In A Field,Ivor Cutler,sadness
Scene By The Brook - Andante Molto Mosso,Ludwig van Beethoven,reflective
Lively Inner Shore,Feldmaus,sadness
lakes of canada (live),Sufjan Stevens,sadness
Symphony No. 6 in F major ('Pastoral') Op. 68: Allegro ma non troppo,Ludwig van Beethoven,sadness
The First Day Of Spring,The Soundrops,sadness
(Mello) Drops,The Soundrops,sadness
Symphony No. 6 in F 'Pastoral' Op. 68 (2008 Digital Remaster): V.  Allegretto (Shepherds' Song. Happy and thankful feelings after the storm),Philharmonia Orchestra/Herbert von Karajan,reflective
Let It Be You,Cob,sadness
Symphony No. 6 in F major ('Pastoral') Op. 68: Allegro,Ludwig van Beethoven,sadness
Beauty and the Beauty,snow caps,neutral
Symphony No. 6 in F major ('Pastoral') Op. 68: Andante molto moto,Ludwig van Beethoven,sadness
Symphony No. 6 in F major ('Pastoral') Op. 68: Allegretto,Ludwig van Beethoven,sadness
"Gloria - Gloria in Excelsis Deo - Poulenc, Francis",Exultate,reflective
The Moon Spinners,The Pleasure Cruisers,sadness
The Wind Off The Small Isles,The Pleasure Cruisers,sadness
Up,The Soundrops,sadness
Towards,The Soundrops,reflective
(When) Evening (Falls),The Soundrops,sadness
Moonbroken Heart,snow caps,sadness
Without You (Set You Free Album Version),Tammy Trent,reflective
Hope and Silence,snow caps,sadness
Scene romantique,Jean Sibelius,reflective
Overthere,The Soundrops,sadness
be our gracious host with us,The Lamb Called Light,sadness
Braving The Winter,The Paraffins,sadness
Stretched,snow caps,sadness
The Prince and the Prince,snow caps,sadness
Defrost,Christopher Plunder,sadness
Biei no Oka,羽毛田丈史,sadness
Iliknerov Par,Arax,neutral
Song For The Her,The Soundrops,reflective
Church Song (live),Writhe UK,neutral
Moonbreak,snow caps,sadness
Moldy Bread,snow caps,sadness
No Name #2,snow caps,sadness
The House Afar,The Soundrops,neutral
Pastures Green,The Soundrops,sadness
The Wastes Of Loneliness,The Soundrops,reflective
Imposed Glory,lactophobia,sadness
Calm Narrow Street,The Soundrops,reflective
Pump The Love,The Soundrops,reflective
Seems,The Soundrops,sadness
The Valley of Oblivion,The Soundrops,reflective
It Will Burst,The Soundrops,sadness
Fields,snow caps,sadness
Halla,Karin Höghielm,sadness
The Remnants,The Soundrops,calm
The Grass Hopers,The Soundrops,sadness
She,The Soundrops,calm
Mount Sharp,The Soundrops,neutral
Lantern Waste/Autumn Way,The Soundrops,reflective
Song For the Her (Travellling Eternity Road Version),The Soundrops,sadness
Unripe,The Soundrops,sadness
Laughters,The Soundrops,reflective
Under Cambrian Sky (Edit),The Lowland Hundred,sadness
yellowleaf,J.R.C.Richardson,reflective
An Oak Girl (Travellling Eternity Road Version),The Soundrops,sadness
The Eye (Travellling Eternity Road Version),The Soundrops,sadness
Allt-glais (Edit),The Lowland Hundred,sadness
Twelve Days Into,The Soundrops,neutral
Anne Theme,The Soundrops,sadness
The Bruised Hill (Edit),The Lowland Hundred,sadness
Step Into Esater,Mr. Sirius,sadness
"Where I Lay, I'll Lie [Demo Version]",Lowlife,sadness
Deep in the Fescue Meadow,Annie Moses Band,sadness
Upon Green Hills (A Pastoral Poem),Edward Cree,reflective
04 - De Mende dans les Mende,Zeru ta Lur,sadness
07 - Res Ipsa Loquitur,Zeru ta Lur,sadness
27 - Mandiatik,Zeru ta Lur,neutral
14  - L'Art du Temps,Zeru ta Lur,neutral
A Way,snow caps,sadness
Strawberry Fields Forever (Us  stereo ver),The Beatles,reflective
"Concerto Grosso In G Minor, Op. 6 No. 8, &Quot;Christmas Concerto&Quot;: II. Pastorale",Arcangelo Corelli,sadness
I'm A Yogi,Free Design,sadness
Mossbraker,Broken Social Scene,calm
Dusk You & Me,Groove Armada,calm
Iambic 5 Poetry,Squarepusher,calm
Vacation Island,Kid Koala,calm
A Child Is Born,Jon Kennedy,calm
Where Do We Go,Blue Sky Black Death,calm
Works,Diplo,calm
Lizard's Bridge,Zach Gill,calm
Smokin' Japanese Babe,The Future Sound of London,calm
Beach Sequence,Passengers,calm
Nightcrawler,Nosaj Thing,calm
Please Turn Red,Andy Davis,calm
Palmistry,Tabla Beat Science,calm
Sugarman,The Free Association,calm
Two Figures by a Fountain,Dario Marianelli,calm
Hidden,King Seven,calm
Piano ABG,Brian McBride,calm
Waiting For A Coconut To Drop,Brant Bjork,calm
One Foundation,Bob Marley,calm
Mending,Pogo,calm
A Certain Shade of Green (Acoustic),Incubus,calm
I'm Calling Out,Blue Metheny,calm
Dot's Vinyl Gone Bad,Pogo,calm
Sing 2 Self,Pogo,calm
Walkin' Shoes,Gerry Mulligan,calm
Phones and Machines,B. Fleischmann,calm
Bob,Otto,calm
영원히 너와 꿈꾸고 싶다 (Forever),소녀시대,calm
The Writer's Audience Is Fiction,You.May.Die.In.The.Desert,calm
Lying In The Sun,Koushik,calm
Panama Bazaar,Eighth Wave,calm
Don't Be Sad,Brad Mehldau,calm
Sasa,"Medeski, Martin and Wood",calm
Unwind,The Rosebuds,calm
Big Chevy,Timo Maas,calm
Night In Tunisia,Metropolitan Jazz Affair,calm
Vegas,Ochre,calm
카라멜 커피 (Talk To Me),소녀시대,calm
Thrill,Plej,calm
Les Kid Nappeurs Main Theme,Marc Collin,calm
First Gymnopedie,Jon Dahlander,calm
Open Top,Ochre,calm
A Tribute to Don Johnson,Pink Freud,calm
Sleepy Chicken,LFO,calm
Be Still My Heart (Album Version),The Postal Service,calm
Odd Man out,Red Snapper,calm
Sailing Away,Buck-O-Nine,calm
Bit Mountain,Dreamlin,calm
Satta Massagana,Ernest Ranglin,calm
Tennessee (Arrested Development),New Found Glory,calm
It Never Entered My Mind,Till Brönner,calm
Le Desir,B. Fleischmann,calm
Thunderstorm with Rolling Thunder for Meditation,Nature Sounds Nature Music,calm
The Days Do Not End,Bernard Herrmann,calm
Oui mais non,Joris Delacroix,calm
Tarde,Till Brönner,calm
Overhead,Iron & Wine,calm
Half A Block,Fun Lovin' Criminals,calm
Ladonna Wosh,Ophelia's Dream,calm
Wind in Lonely Fences,Brian Eno,calm
Romana,Mika,calm
Music People,Moodymann,calm
Running Away,Lemongrass,calm
Love Magick,Steve Roach & Robert Rich,calm
Technova (La em Copacabana),Towa Tei,calm
For the Trees (Return),Matmos,calm
Love Remembered,Focus,calm
Less Than Comfortable,Buck-O-Nine,calm
Summer Nights,Lonnie Liston Smith,calm
Urban Illusion,The Funky Lowlives,calm
My Name Is Luca,Suzanne Vega,calm
Acoustic Time,Norman Brown,calm
What's On Your Mind?,Naked Music NYC,calm
... und die Gitarre war noch warm,Farin Urlaub,calm
Little Talks (Thomas Jack Remix),Of Monsters and Men,calm
Storyboard (Live In Atlanta),The Album Leaf,calm
Mexico City,I Am Robot and Proud,calm
Long to Belong,Meat Katie,calm
Jeanne (With Francoise Hardy),Air,calm
Space Patrol,Aromabar,calm
Creation,El Michels Affair,calm
Words of Love,Soul Bossa Trio,calm
High Speed Drift,Desmond Williams,calm
Nights at the Turntable,Gerry Mulligan,calm
Rod of Iron,Relaxed Muscle,calm
Way to Alhambra,Chambao,calm
Break Of Day (Stella Polaris Allstars Remix),Tina Dickow,calm
Fine Line,Will Young,calm
Take Five,Charlie Parker,calm
Ecce Homo,Andrei Machado,calm
When It Rains,Maria Mena,calm
Like A Star (Paris Session),Corinne Bailey Rae,calm
Fission,Scientist,calm
To The Moon,Giovanca,calm
Yellow,The String Quartet,calm
The Belle of Atlantis,Solar Quest,calm
Precipice (Aquasky remix),Terranova,calm
What We Need,The Black Seeds,calm
Island In The Sun (LP Version),Weezer,calm
Girl With a Gun,Bone Orchard,calm
Dreamsville,Pat Martino,calm
Sunset Spirals Take 2,Xploding Plastix,calm
Universal Dance,Roberto Cacciapaglia,calm
(A different) Bitch,Room Eleven,calm
A Soft Place To Fall,Nelson Rangell,calm
Oracle,Steve Roach,calm
Arms Aloft In Aberdeen,Joe Strummer,calm
Southern State of Mind,Stephen Kellogg,calm
Like I Love You (Featuring The Clipse),Justin Timberlake,calm
Fred Jones Part 2 (Featuring John McCrea - Duet) (San Francisco CA 3/25/02 The Fillmore),Ben Folds,calm
Pinto's New Car,Money Mark,calm
Bring My Family Back (Radio Edit),Faithless,calm
Dawn Stroll,Northbound,calm
Manoir Des Mes Reves,Django Reinhardt,calm
The Lie,Jazzyfatnastees,calm
Feel The Vibe,Loose Ends,calm
Into the Silence of My Being,Liquid Mind,calm
Oase,Joachim Deutschland,calm
Cachaca,Soulive,calm
Multidirectional II,Fluxion,calm
"Two, You and Others",Tran Qual,calm
High Night,Till Brönner,calm
When My Angers Starts To Cry,Beady Belle,calm
Chokolectricity,Legowelt,calm
It's You That Burns,Pajo,calm
Ana,Liz Story,calm
Ignore the Fix,Baby Mammoth,calm
Love Junkee (feat. Cameo),DJ Cam,calm
原来的我,林一峰,calm
An Introspective Personality,Ryan Lindsey,calm
tied prom digs on the docks,Omar A. Rodriguez-Lopez,calm
Listen (Featuring Shawn J. Per,DJ Krush,calm
Panoramica,The Cinematic Orchestra,calm
"Single (Live from the Apple Store, iTunes Exclusive)",Natasha Bedingfield,calm
The Nurse,Craig D'Andrea,calm
Still Standing At Your Back Door,Taxi Taxi!,calm
Smooth Jazz Christmas Overture,Dave Koz,calm
Marijuana,Cibo Matto,calm
Synaesthesia,Chris & Cosey,calm
Waiting For The Sun,Camiel,calm
Sanktuarium (Sanctuary),Quidam,calm
Razorfish (Aspekt Chill Out Mix),Tranquility Base,calm
Breeze of the Nightingale,Martin Landsky,calm
The Endless Knot,Max Corbacho,calm
The Eternal Day,2002,calm
Sun-Earth Rock,Sun Ra,calm
Iridian,Dhol Foundation,calm
Riberonzinha (Cape Verde),Maria de Barros,calm
Noon At The Moon,Calm,calm
Now Comes The Night (Album Version),Rob Thomas,calm
Wiosna,NicolArmarfi,calm
1L,At17,calm
Liquid Remedy,Cities of Foam,calm
Kazim's Theme,Clint Mansell,calm
Morrigan,Tran Qual,calm
How Deep,Aural Float,calm
Authentic Love Song,Calm,calm
Indalo,Max Corbacho & Bruno Sanfilippo,calm
Obsari,Alabama Thunderpussy,calm
Friendly Enemies,Paul Kelly,calm
Cobra Coral,The Dining Rooms,calm
In Between the Heartaches,George Duke,calm
Lay Down,The Underwolves,calm
Blow (Original),Tiefschwarz,calm
One Note Samba (Part 2),Modern Jazz Quartet With Laurindo Almeida,calm
Deepest Garden,Atman,calm
Go Easy,Govi,calm
It Could Have Been So Beautiful,Bvdub,calm
Shri Durga,dj Cheb i Sabbah,calm
Devil Take My Soul,Son Of Dave feat. Martina Topley Bird,calm
3 No title (Samskeyti),Sigur Rós,calm
Blessed,Shantel,calm
Open Sky Experiment (St-244 Remix),All India Radio,calm
shizuku,Le Mépris,calm
Different Shade of Blue,Ryan Honeycutt,calm
Strange Planet,The Starseeds,calm
"What's Your Flava? (""Live Down Under"" - Live)",Craig David,calm
"Prelude in C sharp minor,Op3 no.2",Lazar Berman,calm
A Stomach is Burning,Melanie De Biasio,calm
Ole (Moritz von Oswald remix),Tony Allen,calm
Elly,Bernard Fanning,calm
First-Time Love,Dave Grusin,calm
Remember Who You Are (instrumental),Breakestra,calm
Spring's Arrival,Piano Overlord,calm
Grisbi,Björk,calm
Speed Trials,Christopher O'Riley,calm
Standing on the Beach (Gun in My Hand mix),Klimek,calm
Reich: Music For 18 Musicians - 9. Section 7,Steve Reich,calm
Mystic Bounce (Madlib remix),Ronnie Foster,calm
花田错,王力宏,calm
A Journey From A To B (Blackeyes Remix),Badly Drawn Boy,calm
Take The L Train (To 8th Ave.),Brooklyn Funk Essentials,calm
Morning Glow,青木麻由子,calm
Hino De Bahia,Caetano Veloso,calm
Montserrat,Tran Qual,calm
Gabriel's Oboe,Chris Botti,calm
Our Savior's Love,Jon Schmidt,calm
Get It On,Monodeluxe,calm
Suspicious Mind,The Heptones,calm
Anvils On My Eyelids,Drumfire,calm
On My Own (Andy Caldwell mix),Amma,calm
Piao Yi,周杰倫,calm
The Breeze,Leena Conquest,calm
We Own The Night,Tran Qual,calm
Mr. Ambulance Driver (Soundtrack Version),The Flaming Lips,calm
Love Tomorrow,Maker,calm
Decembers (Instrumental Version),Hawthorne Heights,calm
Eleanor Rigby,Till Brönner,calm
Afterall We Are Nothing,Tran Qual,calm
(Tapping) the source,Cocosuma,calm
Mil Jaan Se Kabhi,Lucky Ali,calm
Dorje Ling,David Parsons,calm
Sweet Dogs (Main Version),Trolle & Siebenhaar,calm
Homecoming Feat. Chris Martin Martin,Kanye West,calm
Robotiks Dub Song,Mad Professor,calm
Feel The Jazz Flow,Leftcorner,calm
Travelling Songs,Broken Records,calm
Fireball Rock,Jackie Mittoo,calm
When Pilots Eject,The Cambridge Four,calm
Don't Know Why,Ron Murray & Vuelo,calm
59,Jacky Terrasson,calm
procrastination way,The Polar Bear Project,calm
Kind And Generous (Remastered LP Version),Natalie Merchant,calm
Turning Back,Steve Roach,calm
I Believe In A Thing Called Love,Edson,calm
Those Shoes (Live Millennium Concert Version),Eagles,calm
cracked the code,The Polar Bear Project,calm
You Never Cry Like A Lover (LP Version),Eagles,calm
Scene Of The Crime,Sybarite,calm
We All Fall In Love Sometimes (1975/Live @ Wembley),Elton John,calm
Diamond Halo,Salt Tank,calm
Personal Nature,Steve Roach,calm
白桦树,朴树,calm
Patterns and Sound Do Exist,Tran Qual,calm
The River (Acoustic Version),Live,calm
The Way Is The Way Is The Way,Ino Hidefumi,calm
Slow Burner,BCEE & Lomax,calm
Man From U.N.C.L.E. The Spies,Al Caiola,calm
Dream Light,Divination,calm
Bridge to Bama [Hi Tek remix (dub)],Soulive,calm
Running for Home (Matthew Good Band),Allison Crowe,calm
Demais,Wax Poetic,calm
I Believe (album version),Joana Zimmer,calm
"Turn On, Tune In, Drop Out",Tran Qual,calm
I Need To Wake Up (Radio Edit0,Melissa Etheridge,calm
The Sirens' Call,Jazzanova,calm
Looking For,Dominic Miller,calm
Wind - Wealth,Sangit Om,calm
Slaap lekker (Fantastig toch),Diggy Dex ft. Eva de Roovere,calm
Argomenti,12 Fingers,calm
Phoenix Burning,Tangerine Dream,calm
Shalmora,THEreminGIRL,calm
BexForever,DropxLife,calm
Shadows Of Autumn (Dirty Version),Lewis Parker,calm
Liquid Streets,Roy Hargrove,calm
To me,Buelent,calm
Familiar demons,Alpha,calm
Natural Frequency,The Irresistible Force,calm
I Dreamed In The Cities At Night,Benjamin Herman,calm
Sayhueque,Bruno Sanfilippo,calm
Can't sleep,Roland Taylor,calm
Mantistyle,Pulshar,calm
All She Wants Is (Wighnomy Bros Mix),SCSI-9,calm
You'll never guess what happened today,Flip,calm
Leave Your Man,Prince Buster,calm
Seasons (Hird Warmup Remix),Plej,calm
HORNYGODBOY,NoddY RioT,calm
Time You'll Never Get Back,Williamson,calm
You're the One,Sy Smith,calm
The Tale Of Willow Hill,Simian,calm
So Blue It's Black,The Underwolves,calm
My Time Will Arrive,Laurie Larson,calm
As The Crow Flies,Meg Hutchinson,calm
Proof,Pat Metheny,calm
Song For the Oud,James Uhart,calm
Apory,Mind Necrosis Factor,calm
Sand Fools the Shoreline,Dakota Suite,calm
Sorry Sorry,소녀시대,calm
So Nice (DJ Marky Radio Edit),Bebel Gilberto,calm
Genteel,Giacomo Fiore,calm
Birds Of Paradise,Carla Bley,calm
Rainy Day Picnic,ElekTro4,calm
Swedish Girls,Herztechnik,calm
Moon Over Naples,Bert Kaempfert,calm
Pocket Edition,Bobbles Clifton,reflective
heliocentric,76deep,reflective
Story of the Whole Thing,Out Hud,reflective
I Know Who You Are But What Am,Mogwai,sadness
Il Faro,Vanessa Van Basten,sadness
Brown Shingle Berkeley,Love You Moon,sadness
Die Stärke Der Vernichtenden Schläge,Rude 66,sadness
"Oboe Concerto in D minor, Op. 9, No. 2: II. Adagio",Tomaso Giovanni Albinoni,reflective
Night After Sidewalk,Kaki King,calm
Barnowl,Caribou,calm
Becalmed,Brian Eno,calm
Sleep/Swim,múm,calm
hHallmark,Broken Social Scene,calm
Stay Away From Being Maybe,Telefon Tel Aviv,calm
Johnny Appleseed,Joe Strummer and the Mescaleros,calm
Hannah's Conscious,The Knife,calm
The Great Skua,British Sea Power,calm
Year of the Rat,Sufjan Stevens,calm
Legions (War),Zoë Keating,calm
Sure Thing,Grizzly Bear,calm
Genius and the Thieves,Eluvium,calm
"Suites for Cello, Suite No. 1 in G Major BWV 1007: Prelude",Ralph Kirshbaum,calm
You Are the Rake,Sufjan Stevens,calm
The Prettiest Sea Slug,Blockhead,calm
tremolo + delay,toe,calm
As Dust Dances,Biffy Clyro,calm
Year of Our Lord,Sufjan Stevens,calm
The John Dunbar Theme (film version),John Barry,calm
Le'espalace,Do Make Say Think,calm
Another Realm,Kevin Kern,calm
Reverse the Charges,The War on Drugs,calm
Bijoux,Manitoba,calm
There Wasn't Anything,Eluvium,calm
Everyone's A VIP To Someone,The Go! Team,calm
Wink,Daniel Licht,calm
Smile The Day After Today,Black Moth Super Rainbow,calm
Goby,Kaki King,calm
Nepenthe,Eluvium,calm
Silizium,Apparat,calm
No Comply,Studio,calm
Live Forever,Moby,calm
Cracks,Vincent Gallo,calm
The Inner Child,Mike Oldfield,calm
Yuki! Yuki! Yuki!,Anathallo,calm
Moretime,Nightmares on Wax,calm
Mapa,Murcof,calm
Audrey,Dave Brubeck,calm
Sligo River Blues,John Fahey,calm
Joi,Kaki King,calm
Colorful Nickels,Black Moth Super Rainbow,calm
Je Suis Le Vent,Working For A Nuclear Free City,calm
Sea & Silence,Deuter,calm
Abrazo Distante,Tristeza,calm
Affinity,Red Car Wire,calm
Lover's Leap,Béla Fleck and the Flecktones,calm
The Vigil,David Nevue,calm
I Will Surround You,Stars of the Lid,calm
Rays Of Love,Mehdi,calm
Marilyn Set Me Free,Casino Versus Japan,calm
Melodia (iii),Jóhann Jóhannsson,calm
Lamentations of the Heart,Philip Wesley,calm
Bible Silver Corner,Rodan,calm
The Sound of Still Water,2002,calm
