track,artist,final_emotion,reason
The Running Man,Aereogramme,sadness,Already processed
3:06,Clutchy Hopkins,sadness,Already processed
Blue Tears,The Black Heart Procession,sadness,Already processed
Gloomy Sunday,Heather Nova,sadness,Already processed
Lakeside,BLK JKS,sadness,Already processed
No Excuse for Lovin',Soul Position,sadness,Already processed
Crippled Croon,Crystal Stilts,sadness,Already processed
Doin Alright,CunninLynguists,sadness,Already processed
South Pennsylvania Waltz,16 Horsepower,sadness,Already processed
Gloomy Sunday,Sinéad O'Connor,sadness,Already processed
Black Lung,16 Horsepower,sadness,Already processed
Happiness & The Fish,Our Lady Peace,sadness,Already processed
Touch Me I’m Going To Scream Pt. 2,My Morning Jacket,sadness,Already processed
The One,Planningtorock,sadness,Already processed
And Death of,Glen Porter,sadness,Already processed
Ribbon Bow,Karen Dalton,sadness,Already processed
Untitled,Hype Williams,sadness,Already processed
Show,Beth Gibbons,sadness,Already processed
Temporary Thing,Lou Reed,sadness,Already processed
If You Stayed Over (instrumental),Bonobo,sadness,Already processed
Beyond the Pale,16 Horsepower,sadness,Already processed
Is ja irre,Die Ärzte,sadness,Already processed
Ell Ess Two,Pavement,sadness,Already processed
Jacob Marley's Chain,Aimee Mann,sadness,Already processed
Flutter,16 Horsepower,sadness,Already processed
The Ringing in My Ears,Her Space Holiday,sadness,Already processed
Silver Saddle,16 Horsepower,sadness,Already processed
Enecs Eht No Kcab,One Be Lo,sadness,Already processed
Architect of Love,New Young Pony Club,sadness,Already processed
Champagne,Millionaire,sadness,Already processed
Celebrate You,Veruca Salt,sadness,Already processed
Hell Of A Year,Sage Francis,sadness,Already processed
Just Like Birds,16 Horsepower,sadness,Already processed
Open Eyes,Sleepy Sun,sadness,Already processed
Fresh,Non-Prophets,sadness,Already processed
Faustz,Amplive,sadness,Already processed
"June 26th, 1998",Deep Puddle Dynamics,sadness,Already processed
All Day Breakfast,Jel,sadness,Already processed
No More,Neil Young,sadness,Already processed
Fake the Aroma,Massive Attack,sadness,Already processed
Gun,John Cale,sadness,Already processed
All Tomorrow's Parties,Nico,sadness,Already processed
He's Gone,Suede,sadness,Already processed
Ворон,Мельница,sadness,Already processed
Immune,Low,sadness,Already processed
So This Is Goodbye,Stina Nordenstam,sadness,Already processed
Transient,Glen Porter,sadness,Already processed
Love Is A Wave,Crystal Stilts,sadness,Already processed
Syksyn sävel,Juice Leskinen,sadness,Already processed
Six Bells Chime,Crime & The City Solution,sadness,Already processed
It's Halloween,The Shaggs,sadness,Already processed
L'Anthracite,Serge Gainsbourg,sadness,Already processed
One Day at a Time,Client,sadness,Already processed
Tomorrow World,Squarepusher,sadness,Already processed
Marie Cherie,Annie,sadness,Already processed
Komm zurück zu mir,Bohren & der Club of Gore,sadness,Already processed
Bedroom Scene,Delays,sadness,Already processed
5AM,Glen Porter,sadness,Already processed
Dungeon,川井憲次,sadness,Already processed
Consuming Fire,Third Day,sadness,Already processed
Flash Pan Hunter (Intro),Tom Waits,sadness,Already processed
Tales from the Riverbank,The Jam,sadness,Already processed
June (feat. Copywrite),RJD2,sadness,Already processed
Slow Man,Sage Francis,sadness,Already processed
Ihminen,Zen Café,sadness,Already processed
Total Decay,The Soft Moon,sadness,Already processed
Winter,The Sound,sadness,Already processed
Little Bit of Soul,DJ Format,sadness,Already processed
Slow down,Jazz Liberatorz,sadness,Already processed
Walking On Both Sides,Pink Turns Blue,sadness,Already processed
Eleven,Taking Back Sunday,sadness,Already processed
Your Russia,Woven Hand,sadness,Already processed
Dark Ages,Pavement,sadness,Already processed
Annabelle,Heavens,sadness,Already processed
Classical Homicide,Dälek,sadness,Already processed
Job's Coffin,Tori Amos,sadness,Already processed
Prep Gwarlek 36,Aphex Twin,sadness,Already processed
That Leaving Feeling,Stuart A. Staples,sadness,Already processed
Straight From the Harp,Damu The Fudgemunk,sadness,Already processed
Morning Dew,Einstürzende Neubauten,sadness,Already processed
The End Of The Rainbow,Richard & Linda Thompson,sadness,Already processed
My Funny Valentine,Nico,sadness,Already processed
White Dove,Sleepy Sun,sadness,Already processed
"Sean Penn, Mitchum",Louise Attaque,sadness,Already processed
Sketch,40 Winks,sadness,Already processed
Big Weekend,Lemonade,sadness,Already processed
На кухне,Кино,sadness,Already processed
Le vaste espace,Doctor Flake,sadness,Already processed
Nice Last,Jel,sadness,Already processed
Distant Memory,Dday One,sadness,Already processed
Bottle Dreams,Eyedea,sadness,Already processed
Hold Up,Peanut Butter Wolf,sadness,Already processed
Happy Days,Brooke Candy,sadness,Already processed
Kaif,Ministry,sadness,Already processed
She Cries,Glen Porter,sadness,Already processed
Watching Water,Alias,sadness,Already processed
Rock Minuet,Lou Reed,sadness,Already processed
The Drawback,Joy Division,sadness,Already processed
Snow Goddess,Sleepy Sun,sadness,Already processed
Against The World,Nocturnal Rites,sadness,Already processed
Woke Up this Morning,Leonard Cohen,sadness,Already processed
Upgrade,Deltron 3030,sadness,Already processed
Color My World Mine,Eyedea & Abilities,sadness,Already processed
Mic Control,RJD2,sadness,Already processed
This Tune,Television,sadness,Already processed
Only You,The Pretty Reckless,sadness,Already processed
No,The Associates,sadness,Already processed
Etorofu,川井憲次,sadness,Already processed
Штемпель,Дельфин,sadness,Already processed
New Gypsy,Will Oldham,sadness,Already processed
She's My Baby,The Mojo Men,sadness,Already processed
Release My Heart,The Black Heart Procession,sadness,Already processed
Fever,Screen Vinyl Image,sadness,Already processed
Licensed To Pills,Doctor Flake,sadness,Already processed
The Northwind,Hanne Hukkelberg,sadness,Already processed
Lost,Cool Calm Pete,sadness,Already processed
Egyptian Love Poems,40 Winks,sadness,Already processed
A Christmas Camel,Procol Harum,sadness,Already processed
Wolf City,Amon Düül II,sadness,Already processed
BC,Cold Showers,sadness,Already processed
Living Slightly Larger,P.O.S.,sadness,Already processed
The Deer Hunter (feat. Chief Kamachi),Jedi Mind Tricks,sadness,Already processed
Neonate,Giant Squid,sadness,Already processed
U Let Me Grow,eMC,sadness,Already processed
Sixes Last,Alias,sadness,Already processed
Naked & Red,Colour Revolt,sadness,Already processed
Midas Gutz,Subtle,sadness,Already processed
Progress,40 Winks,sadness,Already processed
The Man Man,Ty Segall,sadness,Already processed
Road to Hell,Blutengel,sadness,Already processed
The Campaign for Real Rock,Edwyn Collins,sadness,Already processed
Allan,Mylène Farmer,sadness,Already processed
Go Ahead,Wire,sadness,Already processed
Untitled,Der Blutharsch,sadness,Already processed
Disturbance At The Heron House (Live),R.E.M.,sadness,Already processed
Pretty Day,Marie Möör,sadness,Already processed
Inside the Line,Joy Division,sadness,Already processed
Zu Atrapatu Arte,Kortatu,sadness,Already processed
Keep You Kimi (The Knife Remix),Hird,sadness,Already processed
Born In Xixax,Nina Hagen,sadness,Already processed
Caught Between Worlds,Non Phixion,sadness,Already processed
Pura-Vida,Guts,sadness,Already processed
Read Wiped In Blue,Eyedea & Abilities,sadness,Already processed
Organ in the Attic Sings the Blues,Deadbeat,sadness,Already processed
Skies Open,Blue Sky Black Death,sadness,Already processed
Белый плащик,t.A.T.u.,sadness,Already processed
Singin' in the Rain,L'Arc~en~Ciel,sadness,Already processed
Accouchement,Dirty Elegance,sadness,Already processed
Finest Worksong (Lengthy Club Mix),R.E.M.,sadness,Already processed
Melancholia,40 Winks,sadness,Already processed
Two,Mr Cooper,sadness,Already processed
Killer Wolf,The Jon Spencer Blues Explosion,sadness,Already processed
The Bells,Lou Reed,sadness,Already processed
Glen Porter,Glen Porter,sadness,Already processed
War Babies,Simple Minds,sadness,Already processed
State of Mind,Sex Gang Children,sadness,Already processed
Angelic Remedy,Dirty Elegance,sadness,Already processed
Deep Shadows,Little Ann,sadness,Already processed
Wishes and Luck,Cool Calm Pete,sadness,Already processed
Whaling Stories,Procol Harum,sadness,Already processed
Remember I Was Vapour,Gary Numan,sadness,Already processed
The Tragedy,The Pax Cecilia,sadness,Already processed
A Town Called Luckey,Rilo Kiley,sadness,Already processed
Rebel Rebel (2003),David Bowie,sadness,Already processed
How Much Do You Pay?,Eyedea,sadness,Already processed
Ambition,The Danse Society,sadness,Already processed
Sackville,Inspiral Carpets,sadness,Already processed
Man and Man's Ruin,Cult of Youth,sadness,Already processed
I Bring You Dreams,40 Winks,sadness,Already processed
Debris,The Gathering,sadness,Already processed
A Sunday Mystery,Aceyalone,sadness,Already processed
Under Satan's Authority,Cage,sadness,Already processed
The Life,Glen Porter,sadness,Already processed
In the Acts of Violence,Dawn of Ashes,sadness,Already processed
The Use of Unacceptable Colors in Nature,Boom Bip,sadness,Already processed
Taste Of Medicine,Clan of Xymox,sadness,Already processed
A Darkness in My Soul,Solid Space,sadness,Already processed
Ash Gray Sunday,Screaming Trees,sadness,Already processed
Of A Life,Echo & the Bunnymen,sadness,Already processed
Ganar o perder,Nudozurdo,sadness,Already processed
Do You Know How to Waltz?,Low,sadness,Already processed
The Tomb Song,The Pax Cecilia,sadness,Already processed
Winter Torture,God Module,sadness,Already processed
Sleep Dirt,Frank Zappa,sadness,Already processed
Worse Than Yesterday,Tweaker,sadness,Already processed
Junkdrome,Front 242,sadness,Already processed
The Right Out,Cage,sadness,Already processed
There But for the Grace of God,Psyclon Nine,sadness,Already processed
London,The Exploding Boy,sadness,Already processed
Over,浜崎あゆみ,sadness,Already processed
Misery Reformatory,Job for a Cowboy,sadness,Already processed
Hands Without Eyes,Glen Porter,sadness,Already processed
Love Me,She Wants Revenge,sadness,Already processed
Along The Way,DJ Mehdi,sadness,Already processed
Atlantikend,Blackfilm,sadness,Already processed
Spirits Rebellious,Alice Cooper,sadness,Already processed
Prince of E-Ville,Combichrist,sadness,Already processed
Transfixion,Rapture,sadness,Already processed
Disciples of the Watch,Distorted Memory,sadness,Already processed
Tricklin',Tindersticks,sadness,Already processed
June,Copywrite,sadness,Already processed
Heart Without a Home,The Black Heart Procession,sadness,Already processed
The Confidential Agent,American Music Club,sadness,Already processed
beginagain,Alias,sadness,Already processed
Missä olet Laila?,Scandinavian Music Group,sadness,Already processed
Cries a Girl,Buck 65,sadness,Already processed
Lament (Over the Shadows),Christian Death,sadness,Already processed
Contorted Angel,Grendel,sadness,Already processed
Captivating Solitude,In Vain,sadness,Already processed
The Day After,Pzychobitch,sadness,Already processed
Lifesblood,Crowbar,sadness,Already processed
Diotima,Lacrimas Profundere,sadness,Already processed
Perfect Fit,Apostle of Hustle,sadness,Already processed
Knee Deep (feat. Alice Russell & Jim Oxborough),TM Juke,sadness,Already processed
Lifted,Eurythmics,sadness,Already processed
Dead But Dreaming,Fields of the Nephilim,sadness,Already processed
Sag es laut,Xavier Naidoo,sadness,Already processed
Pain,Velvet Acid Christ,sadness,Already processed
Useless,Tactical Sekt,sadness,Already processed
A White Rainbow,Coil,sadness,Already processed
Paradigma,Das Ich,sadness,Already processed
Raedawn,MF DOOM,sadness,Already processed
Inaccessibility,Deceptikon,sadness,Already processed
Gloomy Sunday,Christian Death,sadness,Already processed
Hello,Deru,sadness,Already processed
Exquisite Stench,Velvet Acid Christ,sadness,Already processed
Amélie,Doctor Flake,sadness,Already processed
Sacred Music,Trembling Blue Stars,sadness,Already processed
Eterno en mi,Uaral,sadness,Already processed
Eleven,Mr Cooper,sadness,Already processed
December,Subheim,sadness,Already processed
Shadow On The Run,Black Rebel Motorcycle Club,sadness,Already processed
More Alone,Tropic of Cancer,sadness,Already processed
You (interlude),40 Winks,sadness,Already processed
Verzweiflung,Blutengel,sadness,Already processed
Exterminating Angel,The Creatures,sadness,Already processed
P.S.,Jean Grae,sadness,Already processed
AntiUS,Leæther Strip,sadness,Already processed
Heroes,King Crimson,sadness,Already processed
Child,The Unwinding Hours,sadness,Already processed
I Think I'm Getting Married,Dosh,sadness,Already processed
雲路の果て,Cocco,sadness,Already processed
This Corrosion,Lambchop,sadness,Already processed
Ongyilkos Vasarnap,Venetian Snares,sadness,Already processed
Hypnotixed,Ryan Adams,sadness,Already processed
Obscene Strategies,Trans Am,sadness,Already processed
Padre No Nuestro,Hocico,sadness,Already processed
Good,Eliot Lipp,sadness,Already processed
Meet Me At The Bottom,Longwave,sadness,Already processed
水鏡,Cocco,sadness,Already processed
Onandon,Lukid,sadness,Already processed
Happy Now?,Aloe Blacc,sadness,Already processed
No Home,The Ettes,sadness,Already processed
Days 2 Come,Glen Porter,sadness,Already processed
A Lament of Misery,Dark Moor,sadness,Already processed
Damnation Alley,Hawkwind,sadness,Already processed
Twelve,Mr Cooper,sadness,Already processed
Carnivors Unite,Blockhead,sadness,Already processed
Signature of Starving Power,Job for a Cowboy,sadness,Already processed
La Source,Dernière Volonté,sadness,Already processed
The Sighting (CD Only),Cujo,sadness,Already processed
Getaway,O.C.,sadness,Already processed
Non è un film,Articolo 31,sadness,Already processed
Automnal,Nebulo,sadness,Already processed
Anywhere,Æther,sadness,Already processed
Home Work,Themselves,sadness,Already processed
Um,Glen Porter,sadness,Already processed
A La Calle,Kortatu,sadness,Already processed
Journey to the End of Night,Aim,sadness,Already processed
You're Gonna Need Somebody On Your Bond,Donovan,sadness,Already processed
Всё,Дельфин,sadness,Already processed
Darker Times,Soft Cell,sadness,Already processed
The Killing,Alamo Race Track,sadness,Already processed
Gloomy White Sunday,Von Thronstahl,sadness,Already processed
Bin Laden (Remix) (Instrumental),Immortal Technique,sadness,Already processed
I'm In Love With A German Film Star,Passions,sadness,Already processed
Dancing With the Moonlit Knight,Steve Hackett,sadness,Already processed
Awrldofmkblv,Glen Porter,sadness,Already processed
Fade,Joe Beats,sadness,Already processed
The Sickness,DJ Signify,sadness,Already processed
