track,artist,final_emotion
Spellwork,Austra,sadness
Slide Through My Fingers,Tame Impala,sadness
Mirror,Era,reflective
New Grass,Talk Talk,reflective
My Life,jj,reflective
Ethereal,Amethystium,calm
Obligatory Cadence,Flying Lotus,sadness
Rest Your Head,Bat for Lashes,sadness
Damascus,Conjure One,neutral
Autumn Interlude,Amethystium,calm
Carolyn's Fingers,Cocteau Twins,joy
GUMMO,6ix9ine,neutral
Scarborough Fair,Sarah Brightman,reflective
Coloring the Void,M83,neutral
The Sadman,Slowdive,reflective
Gone Forever,Ulrich Schnauss,reflective
Opened Once,Jeff Buckley,reflective
Sarajevo,Max Richter,neutral
Sexfaldur,Amiina,reflective
Black Sun,Dead Can Dance,reflective
Melody Day - Four Tet Remix,Caribou,sadness
Close Watch,Agnes Obel,sadness
Darken Her Horse,Austra,reflective
S Is for Evrysing,The Books,sadness
138th Street,The Walkmen,neutral
Visions of La,Slowdive,sadness
Sagittarius Silver Announcement,The Flaming Lips,neutral
Trellisaze,Slowdive,reflective
Switzerland,Daughter,reflective
Repeat Pleasure,How to Dress Well,sadness
Marco Polo,Loreena McKennitt,joy
Untitled 2,Sigur Rós,reflective
Big Picture,London Grammar,sadness
Words of Amber,Ólafur Arnalds,sadness
Ad Astra,Amethystium,calm
November,Max Richter,reflective
Bertie,Kate Bush,reflective
Lullabies,Yuna,reflective
Arcus,Amethystium,calm
Lissie's Heart Murmur,Warpaint,sadness
Grendel,Sunny Day Real Estate,sadness
Something to Believe,Weyes Blood,reflective
Indian Summer,Jónsi & Alex,reflective
Enchantment,Amethystium,calm
Stirring,Flying Lotus,sadness
It Never Changes to Stop,The Books,reflective
Billy,6ix9ine,neutral
Favriel,Grimes,sadness
Never Never,Little Dragon,reflective
Pandora,Conjure One,reflective
Roseblood,Mazzy Star,calm
Seen How Things Are Hard,Elliott Smith,reflective
Umbrellahead,Mystery Jets,calm
Dante's Prayer,Loreena McKennitt,reflective
J's Heaven,Slowdive,sadness
On the Wall,The Jesus and Mary Chain,reflective
Dust Hymn,Purity Ring,neutral
Out From the Deep,Enigma,reflective
Bit 35,Broadcast,reflective
Half Right,Elliott Smith,neutral
The Trees,Max Richter,reflective
Odyssey,Amethystium,neutral
Atlas Song,Jónsi & Alex,reflective
Manic Star,Conjure One,reflective
Too Soon,The Radio Dept.,reflective
Aventine,Agnes Obel,sadness
Scheherazade,Panda Bear,sadness
Tomorrow Is Already Here,Stereolab,reflective
Auberge Le Mouton Noir,Do Make Say Think,reflective
Feels,Giraffage,reflective
Blind Dumb Deaf,Cocteau Twins,reflective
It's in the Rain,Enya,calm
Years,Conjure One,reflective
E-Bow,Sigur Rós,reflective
Hafsol,Sigur Rós,reflective
Stars And Midnight Blue,Enya,neutral
Dreamdance,Amethystium,reflective
Evangeline,Cocteau Twins,sadness
Evacuee,Enya,calm
So You'll Aim Toward the Sky,Grandaddy,reflective
The Dark Is Rising,Mercury Rev,joy
Trapdoor,Salem,sadness
Misery Loves Company,Emilie Autumn,neutral
Intor / Flowers,Grimes,reflective
Deep Sea Diver,Bat for Lashes,sadness
Evening Falls,Enya,calm
Fairytale,Enya,sadness
On Some Faraway Beach,Brian Eno,sadness
Less Than a Pearl,Enya,reflective
All of Us,Slowdive,reflective
Garden of Sakuntala,Amethystium,calm
Wherever You Are,Ulrich Schnauss,reflective
Dreaming of You,Cigarettes After Sex,sadness
Syndir Guðs (opinberun frelsarans),Sigur Rós,reflective
The Garden of Zephirus,Dead Can Dance,reflective
All Your Sisters,Mazzy Star,reflective
Wilderness,Dead Can Dance,sadness
Vox Celeste,Deerhunter,neutral
Pearly-Dewdrops' Drops,Cocteau Twins,sadness
Untitled,Sigur Rós,reflective
Athair Ar Neamh,Enya,reflective
Still Alive,Lisa Miskovsky,joy
Deeper Understanding,Kate Bush,reflective
Deliver Me,Sarah Brightman,joy
Secret Girl,Sonic Youth,reflective
Happy,Mazzy Star,reflective
Love You More,Alexi Murdoch,calm
Paint The Sky With Stars,Enya,calm
Know Who You Are at Every Age,Cocteau Twins,joy
Gretchen Ross,Michael Andrews,reflective
Ariadne,Dead Can Dance,sadness
Blessed To Be A Witness,Ben Harper,reflective
Vacuum,Gang Gang Dance,reflective
Lothlorien,Enya,calm
L'Inconnue,Beach House,sadness
Somewhere Around Here,Chairlift,reflective
Ameno (Remix),Era,reflective
Gay Sons Of Lesbian Mothers,Kaki King,reflective
The Weakest Part,Yo La Tengo,sadness
Tell,The Radio Dept.,reflective
Friendship Bracelet,Panda Bear,sadness
Dead Is the New Alive,Emilie Autumn,neutral
Hallways,Grimes,reflective
Opium,Dead Can Dance,sadness
You Hold the Water,How to Dress Well,neutral
Run Cried the Crawling,Agnes Obel,sadness
Fable,Amethystium,reflective
Under Control,Ellie Goulding,sadness
Dangerous Days,Zola Jesus,sadness
I Want to Sing,Regina Spektor,joy
service bell,Grizzly Bear + Feist,neutral
Forget About,Sibylle Baier,reflective
Untitled 6,Sigur Rós,reflective
Ache,FKA twigs,reflective
Vital,Grouper,sadness
Afer Ventus,Enya,calm
Suicide Dream 2,How to Dress Well,reflective
Window View,Beach Fossils,neutral
Sometimes Life Isn't Easy,Mew,joy
Sigur 4 (Untitled),Sigur Rós,sadness
good worker,iamamiwhoami,neutral
A Coral Room,Kate Bush,reflective
The Nightingale,Julee Cruise,reflective
Everything Is OK,Halou,reflective
Midvikudags,Björk,reflective
Swallow,Emilie Autumn,reflective
Anything You Synthesize,The American Dollar,reflective
Mrs. Bartolozzi,Kate Bush,neutral
Film Credits,Ólafur Arnalds,sadness
Hope Has a Place,Enya,reflective
When I Was in Trouble,How to Dress Well,reflective
Prologue,Loreena McKennitt,reflective
Hide Me,The Golden Filter,sadness
The First of Autumn,Enya,sadness
The Wind That Shakes the Barley,Dead Can Dance,sadness
Benfica,Panda Bear,sadness
Euphoria (Firefly),Delerium,reflective
Can't Take It In,Imogen Heap,joy
Twilight,Delerium,reflective
The Choke,Austra,reflective
Through The Backyards,Au Revoir Simone,calm
My Body,How to Dress Well,sadness
Cico Buff,Cocteau Twins,sadness
Violaine,Cocteau Twins,sadness
Hilli,Amiina,calm
Sparkly,Young Magic,sadness
Xavier,Dead Can Dance,reflective
All,Blackbird Blackbird,reflective
Blow It All Away,Sia,reflective
The Ubiquitous Mr. Lovegrove,Dead Can Dance,reflective
Suzanne,Hope Sandoval & The Warm Inventions,calm
La Serenissima,Loreena McKennitt,reflective
Windfall,Dead Can Dance,sadness
The Song of the Sibyl,Dead Can Dance,sadness
Nierika,Dead Can Dance,sadness
Remember Me,The Birthday Massacre,sadness
Diamond Heart,Marissa Nadler,reflective
Mother,Era,reflective
Ullyses,Dead Can Dance,reflective
Are You Awake?,Kevin Shields,reflective
Untitled 7,Sigur Rós,reflective
Already There,The Verve,reflective
The Voice & The Snake,Enigma,reflective
Quimper 94,Yann Tiersen,reflective
Eden,Sarah Brightman,reflective
The Fatal Impact,Dead Can Dance,reflective
Only the Winds,Ólafur Arnalds,sadness
"Lost, Picking Flowers In the Woods",Black Moth Super Rainbow,reflective
Tidal Pool,Conjure One,reflective
Harry Patch (In Memory Of),Radiohead,sadness
Escape Before the Rain,How to Dress Well,sadness
Concrete Heart,Great Lake Swimmers,calm
How Fortunate the Man With None,Dead Can Dance,reflective
In Our Angelhood,Cocteau Twins,reflective
Lie in the Sound,Trespassers William,reflective
Elysium,Hans Zimmer,reflective
Always Returning,Brian Eno,sadness
idle talk,iamamiwhoami,reflective
Long Was the Year,Broadcast,neutral
I Gaer,Sigur Rós,reflective
We've All Gone to Sleep,Grouper,sadness
In the Wake of Adversity,Dead Can Dance,sadness
Beautiful Mind,The Verve,reflective
Popplagið,Sigur Rós,neutral
Avemano,Era,reflective
Love Song,Vashti Bunyan,neutral
Looking for Something,Era,reflective
Secret Door,Evanescence,reflective
For Love,Lush,joy
kill,iamamiwhoami,reflective
Desire,Talk Talk,neutral
Summerhead,Cocteau Twins,sadness
Night Ride Across The Caucasus,Loreena McKennitt,reflective
Beings of Light,Alcest,sadness
The Highwayman,Loreena McKennitt,neutral
Hide,FKA twigs,reflective
"Neptune, the Mystic",Gustav Holst,calm
Umbilical,Mazzy Star,neutral
A Song For Milly Michaelson,Thrice,reflective
Drift Dive,The Antlers,reflective
Someone Said Goodbye,Enya,reflective
Mirrors,Between the Buried and Me,sadness
When Mama Was Moth,Cocteau Twins,sadness
Everwake,Anathema,reflective
Drift,Brian Eno,calm
You Won't Need Me Where I'm Goin',How to Dress Well,sadness
Kingfisher,Joanna Newsom,reflective
Forgive Me,Austra,sadness
In the Kingdom of the Blind the One-Eyed Are Kings,Dead Can Dance,sadness
Twelve Fold Chain,The Books,reflective
Pass Them By,Agnes Obel,sadness
The Pioneers (M83 Remix),Bloc Party,reflective
Rakim,Dead Can Dance,joy
Don't Go Away,Era,reflective
Just Us,Shlohmo,neutral
The Thinner the Air,Cocteau Twins,reflective
Samain Night,Loreena McKennitt,reflective
Blue & Silver,Lower Dens,sadness
Cool as a Fire,Chairlift,reflective
Exultation,Amethystium,reflective
Absent Friend,Bark Psychosis,neutral
Slowdive,Slowdive,reflective
y,iamamiwhoami,sadness
Laura Palmer's Theme,Angelo Badalamenti,reflective
For Phoebe Still a Baby,Cocteau Twins,sadness
Stridulum,Zola Jesus,sadness
Tomorrow,Niki & the Dove,reflective
Five Ten Fiftyfold,Cocteau Twins,sadness
The Fox,Niki & the Dove,reflective
Devore Amante,Era,reflective
Can't See My Own Face,How to Dress Well,reflective
"Here Today, Gone Tomorrow",Ulrich Schnauss,reflective
The Highest Journey,M83,reflective
Swallow,My Bloody Valentine,joy
Ágúst,Ólafur Arnalds,sadness
6,Grouper,sadness
Lamentation,Delerium,reflective
The Whaler,Thrice,reflective
Mirrorage,Glasser,reflective
Let There Be Light,Mike Oldfield,neutral
Wired for Light,School of Seven Bells,sadness
Sudden Throw,Ólafur Arnalds,sadness
From Past to Present,Jeremy Soule,sadness
Game Of Thrones,Ramin Djawadi,joy
A Moment Lost,Enya,reflective
Slow Motion,David Gray,reflective
Only You Can Make You Happy,Au Revoir Simone,joy
The Promised Womb,Dead Can Dance,sadness
All Souls Night,Loreena McKennitt,reflective
Extra Ordinary Thing,Aqualung,neutral
Man in the Rain,Mike Oldfield,reflective
Words Are Dead,Agnes Obel,sadness
Territory,Chairlift,reflective
Say My Name or Say Whatever,How to Dress Well,sadness
The Fog,Kate Bush,reflective
Les ruches malades,Amesoeurs,sadness
Saldek,Dead Can Dance,sadness
Seekers Who Are Lovers,Cocteau Twins,sadness
Running Back,How to Dress Well,neutral
The Itchy Glowbo Blow,Cocteau Twins,sadness
Salvation,Gabrielle Aplin,joy
Date of Birth,How to Dress Well,sadness
I Will Fade,Archive,reflective
The Chronicles of Sarnia,Final Fantasy,reflective
Raspberry Cane,Youth Lagoon,sadness
Different Stars,Trespassers William,reflective
The Plateaux of Mirror,Harold Budd/Brian Eno,reflective
Emmeleia,Dead Can Dance,sadness
Carnival of Light,Dead Can Dance,sadness
Easy Flow,Pati Yang,neutral
rascal,iamamiwhoami,reflective
Agnus Dei,Rufus Wainwright,reflective
Shallow Then Halo,Cocteau Twins,sadness
Tishbite,Cocteau Twins,sadness
Time Travel,Michael Andrews,reflective
Moon Song,My Bloody Valentine,sadness
My Plants Are Dead,Blonde Redhead,reflective
Don't You Forget,Era,sadness
Nose Grows Some,Thom Yorke,neutral
Amity,The Gathering,neutral
恢复,２８１４,sadness
Hello Stranger,Julia Holter,reflective
Serpentskirt,Cocteau Twins,sadness
Cloud in Places,Grouper,sadness
Expelled from Love,The Raveonettes,sadness
Traxx,Salem,reflective
Utopia,Björk,sadness
Towards the Within,Dead Can Dance,neutral
Went Missing,Nils Frahm,sadness
Hammers,Nils Frahm,sadness
Testament (feat. Gonja Sufi),Flying Lotus,reflective
Fortune Presents Gifts Not According to the Book,Dead Can Dance,sadness
Come Tenderness,Lisa Gerrard,calm
Sweetness and Light,Lush,calm
Cuckoo,Still Corners,neutral
Time = Cause,Broken Social Scene,reflective
How Can I Keep From Singing?,Enya,reflective
Lotus Intro,Christina Aguilera,sadness
Frontier,Dead Can Dance,sadness
Sunset,Kate Bush,calm
There Is No Ice (For My Drink),Thom Yorke,sadness
I Am the Antichrist to You,Kishi Bashi,neutral
Crush,Yuna,reflective
Ocean,Dead Can Dance,sadness
Sanvean,Dead Can Dance,sadness
Threshold,Dead Can Dance,neutral
Little People (Black City),Matthew Dear,reflective
The End of Words,Dead Can Dance,neutral
Whitelightgenerator,Ladytron,reflective
The Kids Were Wrong,Memoryhouse,reflective
Things Stay The Same,Halou,joy
Fluffy Tufts,Cocteau Twins,sadness
Softly,Sibylle Baier,neutral
Gay Angels,Perfume Genius,reflective
Valerie,Broadcast,joy
Sanvean,Sarah Brightman,reflective
The Arrival and the Reunion,Dead Can Dance,sadness
J'ai Fait Une Promesse,Anathema,joy
Flowers Become Screens,Delerium,reflective
Kings,Chelsea Wolfe,sadness
Madona,Era,reflective
Fortune,Dead Can Dance,sadness
The Island of Children's Children,múm,calm
Blackmail,Swans,reflective
Lover's Start,How to Dress Well,reflective
Oil Of Angels,Cocteau Twins,sadness
Happens All the Time,Depeche Mode,sadness
Boga,Amiina,sadness
Bird,Dead Can Dance,sadness
Mesmerism,Dead Can Dance,joy
Hymn to the Sea,James Horner,neutral
Where Is the Line?,Björk,neutral
Fivefold,Agnes Obel,sadness
Prologue,Kate Bush,joy
La Soñadora,Enya,reflective
Indus,Dead Can Dance,reflective
Against The Sky - 2005 Digital Remaster,Harold Budd,sadness
Aquarium,Casino Versus Japan,reflective
Silhouette (feat. Ellie Goulding),Active Child,neutral
Numb,Andy Stott,neutral
Jewel Box,Jeff Buckley,neutral
Hijo De La Luna,Sarah Brightman,reflective
Witch,The Bird and the Bee,reflective
A Kissed Out Red Floatboat,Cocteau Twins,sadness
Theme of Laura (Reprise),Akira Yamaoka,sadness
Ceiling Wax,Chairlift,neutral
Hot Love Drama,MGMT,reflective
Especially Me,Low,neutral
Blinded By Blood,Ulver,reflective
Smoke & Mirrors,Agnes Obel,sadness
At the Mercy of the Waves,Clem Leek,sadness
Whales Tails,Cocteau Twins,sadness
Pair of Wings,Frankie Rose,reflective
To Lose Someone,Taken by Trees,reflective
(intro),Sigur Rós,sadness
Chrome Waves,Ride,joy
Stumbleine,The Smashing Pumpkins,calm
Two,The Antlers,calm
I Live With You,Grizzly Bear,calm
Cubism Dream,Local Natives,calm
aisatsana [102],Aphex Twin,calm
Have Yourself a Merry Little Christmas,Sam Smith,calm
Fold,José González,calm
Cherokee,Cat Power,calm
Life Is Life,Noah and the Whale,calm
Too Many Kids Finding Rain in the Dust,Nicolas Jaar,calm
I Sing I Swim,Seabear,calm
Fancy Clown,Madvillain,calm
Party Time,Phoenix,calm
House on the Hill,Beach House,calm
Corsicana,The Antlers,calm
Baby,Ariel Pink's Haunted Graffiti,calm
Glow Worms,Vashti Bunyan,calm
Anti-D,The Wombats,calm
Steam Engine,My Morning Jacket,calm
Wooden Nickels,Eels,calm
An Olive Grove Facing The Sea,Snow Patrol,calm
All My Friends,Amos Lee,calm
Can't Hear My Eyes,Ariel Pink's Haunted Graffiti,calm
Molasses,Radiohead,calm
Timothy Grub,Vashti Bunyan,calm
Stranger,Angus & Julia Stone,calm
Le Vieil Amant,Émilie Simon,calm
Come Home,Little Dragon,calm
Season of the Shark,Yo La Tengo,calm
Tallahassee,The Mountain Goats,calm
Colour Me In,Damien Rice,calm
Water May Walk,Devendra Banhart,calm
"Concerning the UFO Sighting Near Highland, IL",Sufjan Stevens,calm
Wheels On Fire,The Magic Numbers,calm
Morning Song,Charlotte Gainsbourg,calm
Mature Themes,Ariel Pink's Haunted Graffiti,calm
Are You There,Anathema,calm
There Is a Light,Great Lake Swimmers,calm
Freak,Belle and Sebastian,calm
Kolapot,Amiina,calm
Owl Waltz,Seabear,calm
Houseboat,Camera Obscura,calm
Movin Away,My Morning Jacket,calm
Sailors Blue,Seabear,calm
Svo Hljott,Sigur Rós,calm
"Seasick, Yet Still Docked",Morrissey,calm
The Pooka Sings,Final Fantasy,calm
State Hospital,Frightened Rabbit,calm
Maria Lionza,Devendra Banhart,calm
Fuel for Fire,M. Ward,calm
She Owns the Streets,The Raveonettes,calm
One Minute,The Album Leaf,calm
Wonder,Soap&Skin,calm
Oh England My Lionheart,Kate Bush,calm
Let's Trade Skins,Great Lake Swimmers,calm
Shed Your Love,The Helio Sequence,calm
Spaceship (feat. GLC & Consequence),Kanye West,calm
The Freshman,The Verve Pipe,calm
See Water,Beck,calm
Flying Over Bus Stops,Athlete,calm
Torn Blue Foam Couch,Grand Archives,calm
Sea and the Rhythm,Iron & Wine,calm
Palimpsest,Smog,calm
I Do Dig A Certain Girl,Devendra Banhart,calm
When It Flows,Great Lake Swimmers,calm
Redeemed,DJ Shadow,calm
I Wonder,The Willowz,calm
Um Girassol Da Cor Do Seu Cabelo,Lô Borges,calm
Ocean Breathes Salty,Sun Kil Moon,calm
Two For Nero,Everything Everything,calm
Take Care,Yo La Tengo,calm
All I Wanna Do,The Beach Boys,calm
Masterplan,My Morning Jacket,calm
...and the Rain,John Maus,calm
Nanou 2,Aphex Twin,calm
Ashoken Farewell,Goldmund,calm
Tear Down the House,The Avett Brothers,calm
Watching The Boats With My Dad,Buckethead,calm
Let Somebody In,The Magic Numbers,calm
Blue Paper,Moby,calm
NASA Is On Your Side,Everything Everything,calm
Ribbons Undone,Tori Amos,calm
Black Buzz,Lotus Plaza,calm
Boy,The Magic Numbers,calm
When All Light Dies,Jedi Mind Tricks,calm
Year of the Snake,Sufjan Stevens,calm
Elk River,Six Organs of Admittance,calm
Game of Diamonds,Deerhunter,calm
Grey Weather,Gregory and the Hawk,calm
Does Someone Have Your Baby Now?,Mazzy Star,calm
O trem Azul,Lô Borges,calm
Give Me a Smile,Sibylle Baier,calm
It's Nothing,Moloko,calm
Strings of Nashville,Pavement,calm
Orange Skies,Love,calm
Hammers and Strings (A Lullaby),Jack's Mannequin,calm
Held,Holy Other,calm
A Million Times,Ms. John Soda,calm
Dear God 2.0 (feat. Monsters of Folk),The Roots,calm
Dusty Wreath,Isobel Campbell & Mark Lanegan,calm
New Partner,Palace Music,calm
"Ain't You Wealthy, Ain't You Wise?",Bonnie 'Prince' Billy,calm
Easy Love,Badly Drawn Boy,calm
Truss Me,Lower Dens,calm
Trucker's Atlas,Sun Kil Moon,calm
When She Calls,Fashawn,calm
Sparrow,Mazzy Star,calm
Bury My Head,Kate Walsh,calm
Wishing (If I Had a Photograph of You),Nouvelle Vague,calm
State Of Grace - Acoustic Version,Taylor Swift,calm
Feel the Same Way I Do,Destiny's Child,calm
Illumination,Broadcast,calm
Dance For Me,CunninLynguists,calm
Add Some Music To Your Day,The Beach Boys,calm
Hanging On For Hope,The New Amsterdams,calm
Silver Dagger,Fleet Foxes,calm
Boundaries,Kyte,calm
Cast Anchor,Hanne Hukkelberg,calm
Tiger Eyes (Laid Back),Peaking Lights,calm
Diary,Bread,calm
Found in the Ground,Girls in Hawaii,calm
Rozpuda,Maria Peszek,calm
Last Orders,Richard Hawley,calm
Goodnight,The Magic Numbers,calm
Dream Out,Balam Acab,calm
When I Fall,Barenaked Ladies,calm
The Lightning Bolt of Compassion,Akron/Family,calm
Flying Low,Mazzy Star,calm
Climax (Girl Shit),Slum Village,calm
The Commander Thinks Aloud,The Long Winters,calm
Hush Now,Catherine Feeny,calm
The Lonely Doll,Cass McCombs,calm
Forty Or Fifty,Spin Doctors,calm
Track Rabbits,Fruit Bats,calm
Dancing,Tindersticks,calm
Blow Away,Kate Bush,calm
Violence,Low,calm
Buck,Nina Simone,calm
She's Always a Woman to Me,Billy Joel,calm
Blue Factory Flame,Songs: Ohia,calm
"Walk Alone (Feat. Truck North, P.O.R.N., Dice Raw)",The Roots,calm
Everyone Else in the World,Stina Nordenstam,calm
Dead King,Espers,calm
This Old Guitar,Neil Young,calm
See Birds (Sun),Balam Acab,calm
Concerning the UFO Sighting Ne,Sufjan Stevens,calm
6-0-3,Lali Puna,calm
Lovers From the Moon,The Magnetic Fields,calm
No One Left,The Nightwatchman,calm
Heaven is High,Rio En Medio,calm
Goldfish,Kate Walsh,calm
Good Day,IU,calm
Going Places,Teenage Fanclub,calm
Space Lion,The Seatbelts,calm
This Is How It Always Starts,Grandaddy,calm
I Am Daylights,Songs of Green Pheasant,calm
Goodbye,Stabbing Westward,calm
Kill the Messenger,Rio En Medio,calm
I Love You,Modeselektor,calm
More Surgery,Matthew Dear,calm
The Violet Hour,The Clientele,calm
Mourning Train,The Wallflowers,calm
Pea,Codeine,calm
Hoist Anchor,Hanne Hukkelberg,calm
In My Life,Jake Shimabukuro,calm
You Own Me,The American Analog Set,calm
Then If I'm Weird I Want to Share,Tender Forever,calm
And the Birds Are About to Bust Their Guts With Singing,Set Fire to Flames,calm
Instead,Ola Podrida,calm
