track,artist,track_clean,artist_clean,final_emotion
בושם צרפתי/ Perfume French,Sarit Hadad,בושם צרפתי perfume french,sarit hadad,excitement
Etudes d'exécution transcendante: VI. Vision,Franz Liszt,etudes dexécution transcendante vi vision,franz liszt,neutral
Higher State Of Consciousness (Jules & Skins Vocals by Sonique Long and Epic Mix),Josh Wink,higher state of consciousness jules skins vocals by sonique long and epic mix,josh wink,excitement
Piano concerto no4 mvt1,Camille Saint-Saëns,piano concerto no4 mvt1,camille saintsaëns,neutral
"Piano Sonata No. 3, Op. 3: III. Sonata",Samuel Feinberg,piano sonata no 3 op 3 iii sonata,samuel feinberg,neutral
Livni Boy Dance Remix,Livni Boy,livni boy dance remix,livni boy,neutral
Tuty-boty-ré,Radůza,tutybotyré,radůza,neutral
The Rabbit's Name Was...,A & E Dept,the rabbits name was,a e dept,neutral
violin sonata in g minor - 1st mvmt,Արամ Խաչատրյան,violin sonata in g minor 1st mvmt,արամ խաչատրյան,neutral
Access,Dj Tim & Dj Misjah,access,dj tim dj misjah,neutral
Like A Motorway (David Holmes Remix),St. Etienne,like a motorway david holmes remix,st etienne,neutral
Torinouta(The Speedfreak's noise rave remix),The Speedfreak,torinoutathe speedfreaks noise rave remix,the speedfreak,neutral
Atlantis to Interzone (Third Eye Mafia Re-fit),Klaxons,atlantis to interzone third eye mafia refit,klaxons,neutral
ZYQ9,Screaming Monkey Boner,zyq9,screaming monkey boner,neutral
Dumb Boys (Disko Warp Extended Mix),Becky,dumb boys disko warp extended mix,becky,neutral
Keep On Movin,starstylers feat michy,keep on movin,starstylers feat michy,neutral
01 - Spirit Never Die,Masterplan,spirit never die,masterplan,excitement
Hana no Ska Dance,Ore Ska Band,hana no ska dance,ore ska band,neutral
The Robot Cat,Logan Whitehurst and the Junior Science Club,the robot cat,logan whitehurst and the junior science club,neutral
Experiment 4,A & E Dept,experiment 4,a e dept,neutral
I Fell In Love With A Girl,The White Stripes,i fell in love with a girl,the white stripes,neutral
Very Important People (Album Version),Gus Gus,very important people album version,gus gus,neutral
Can't Hold On,Josh Hunsaker,cant hold on,josh hunsaker,neutral
Nostrand,Ratatat,nostrand,ratatat,excitement
*,M83,,m83,excitement
Where We're Calling From,Doves,where were calling from,doves,excitement
Apparition,Patrick Wolf,apparition,patrick wolf,excitement
Miracle,Blackmill,miracle,blackmill,excitement
Within Dreams,The Album Leaf,within dreams,the album leaf,excitement
Rykketid,Trentemøller,rykketid,trentemøller,excitement
Into The Trees (Serenetti Part 3),Trentemøller,into the trees serenetti part 3,trentemøller,excitement
Future Markets,Jonny Greenwood,future markets,jonny greenwood,excitement
Slow with Horns / Run for Your Life,Dan Deacon,slow with horns run for your life,dan deacon,excitement
I Do Have Weapons,Mogwai,i do have weapons,mogwai,excitement
Blackout,(hed) Planet Earth,blackout,hed planet earth,excitement
Give Unto Me,Evanescence,give unto me,evanescence,excitement
Miranda That Ghost Just Isn't Holy Anymore: B. Pour Another Icepick,The Mars Volta,miranda that ghost just isnt holy anymore b pour another icepick,the mars volta,excitement
Bass Nipple,Infected Mushroom,bass nipple,infected mushroom,excitement
Paris by Night,Thomas Bangalter,paris by night,thomas bangalter,excitement
The Antikythera Mechanism,BT,the antikythera mechanism,bt,excitement
Rinsed,Oceansize,rinsed,oceansize,excitement
The Famous Biting Guy,Xploding Plastix,the famous biting guy,xploding plastix,excitement
"Nocturne for Piano, No. 1 in B flat minor, Op. 9,1",Frédéric Chopin,nocturne for piano no 1 in b flat minor op 91,frédéric chopin,excitement
Do You Hear the People Sing?,Claude-Michel Schönberg,do you hear the people sing,claudemichel schönberg,excitement
Flashing Lights,BADBADNOTGOOD,flashing lights,badbadnotgood,excitement
...To Die For,Hans Zimmer,to die for,hans zimmer,excitement
...To Die For,Hans Zimmer,to die for,hans zimmer,neutral
What You Own,Jonathan Larson,what you own,jonathan larson,excitement
Scorched Earth,James Horner,scorched earth,james horner,excitement
TRAS 3,Battles,tras 3,battles,excitement
August 28th 3:30am,Automatic Loveletter,august 28th 330am,automatic loveletter,excitement
Instant Messenger,Muse,instant messenger,muse,excitement
Living On Credit Blues,El Ten Eleven,living on credit blues,el ten eleven,excitement
Maison De Réflexion,Efterklang,maison de réflexion,efterklang,excitement
"Goodbye, 2007",65daysofstatic,goodbye 2007,daysofstatic,excitement
Atomic Soda,Gui Boratto,atomic soda,gui boratto,excitement
The Stars in His Head (Dark Lights remix),Colin Stetson,the stars in his head dark lights remix,colin stetson,excitement
Run Rabbit Run,Eminem,run rabbit run,eminem,excitement
蜜と唾,DIR EN GREY,蜜と唾,dir en grey,excitement
Aqua Vitae,Future World Music,aqua vitae,future world music,excitement
Meanderthal,Torche,meanderthal,torche,excitement
Vertrauen II,Tindersticks,vertrauen ii,tindersticks,excitement
Farewell to Words,Envy,farewell to words,envy,excitement
Innocent Leader,El-P,innocent leader,elp,excitement
Lovers/Strangers,Japandroids,loversstrangers,japandroids,excitement
The Faire Folk,Lightning Bolt,the faire folk,lightning bolt,excitement
Evacuatin' Sometin' Warm,The Unicorns,evacuatin sometin warm,the unicorns,excitement
Toe to Toe,Clubroot,toe to toe,clubroot,excitement
Everybody Loves You,Kaki King,everybody loves you,kaki king,excitement
Ultimi Fuochi,Ludovico Einaudi,ultimi fuochi,ludovico einaudi,excitement
Joe Was On the Plane,Rio En Medio,joe was on the plane,rio en medio,excitement
Cut 1/2 Blues,Beck,cut 12 blues,beck,excitement
Massive Star at the End of Its Burning Cycle,65daysofstatic,massive star at the end of its burning cycle,daysofstatic,excitement
A Crusading Theme,The Mercury Program,a crusading theme,the mercury program,excitement
Sector 7,Steve Jablonsky,sector 7,steve jablonsky,excitement
Hiérophante,Year of No Light,hiérophante,year of no light,excitement
Empire,Hybrid,empire,hybrid,excitement
Signals from the Outer Space,Exxasens,signals from the outer space,exxasens,excitement
MBV Arkestra (If They Move Kill 'Em),Primal Scream,mbv arkestra if they move kill em,primal scream,excitement
MBV Arkestra (If They Move Kill 'Em),Primal Scream,mbv arkestra if they move kill em,primal scream,sadness
Dance of the Earth,Igor Stravinsky,dance of the earth,igor stravinsky,excitement
Beagle,Chateau Marmont,beagle,chateau marmont,excitement
Downtown Battle,Steve Jablonsky,downtown battle,steve jablonsky,excitement
Ring Of Stars,Lights Out Asia,ring of stars,lights out asia,excitement
Youth Alcoholic,Fox n' Wolf,youth alcoholic,fox n wolf,excitement
Silk Rd,Grails,silk rd,grails,excitement
Arpeggios From Hell,Yngwie Malmsteen,arpeggios from hell,yngwie malmsteen,excitement
Weighing Souls With Sand,The Angelic Process,weighing souls with sand,the angelic process,excitement
The Love Gang,My Bloody Valentine,the love gang,my bloody valentine,excitement
In 4 The Kill Pon De Skream,Major Lazer & La Roux,in 4 the kill pon de skream,major lazer la roux,excitement
9,Daturah,,daturah,excitement
I Am The Resurrection,John Fahey,i am the resurrection,john fahey,excitement
East,Blue Stahli,east,blue stahli,excitement
Не стреляйте,Zемфира,не стреляйте,zемфира,excitement
Main Title,Marco Beltrami,main title,marco beltrami,excitement
Sonar and Depth Charge,Earth,sonar and depth charge,earth,excitement
Hey! Woo! Yea!,The Forces of Evil,hey woo yea,the forces of evil,excitement
The Half Killed,Dario Marianelli,the half killed,dario marianelli,excitement
Liege,Para One,liege,para one,excitement
Traffickers,The Reflecting Skin,traffickers,the reflecting skin,excitement
waters of nazareth (erol alkan's durrr durrr durrrrrr re-edit),Justice,waters of nazareth erol alkans durrr durrr durrrrrr reedit,justice,excitement
Campfire,Sonic Youth,campfire,sonic youth,excitement
Sugar Daddy,Project Pat,sugar daddy,project pat,excitement
Welcome To The Moment (The Rest Of Your Life),"¡Forward, Russia!",welcome to the moment the rest of your life,forward russia,excitement
The Dragon Boy,久石譲,the dragon boy,久石譲,excitement
This World Is Watching Me,Armin van Buuren,this world is watching me,armin van buuren,excitement
It Comes,Yuksek,it comes,yuksek,excitement
100 percent,Sonic Youth,percent,sonic youth,excitement
Little Boy (1945 - Future),Mono,little boy 1945 future,mono,excitement
Tel Aviv's Gravel Toothbrush,Prefuse 73,tel avivs gravel toothbrush,prefuse 73,excitement
Conquest,Bill Conti,conquest,bill conti,excitement
Helo in the Warehouse,Bear McCreary,helo in the warehouse,bear mccreary,excitement
Air Locked,Plaid,air locked,plaid,excitement
Fireflies,Upcdowncleftcrightcabc+Start,fireflies,upcdowncleftcrightcabcstart,excitement
Delay-Decay-Attack,"Meanwhile, Back In Communist Russia...",delaydecayattack,meanwhile back in communist russia,excitement
Me And Giuliani Down By The Schoolyard (A True Story),!!!,me and giuliani down by the schoolyard a true story,,excitement
Gone Darker,Electrelane,gone darker,electrelane,excitement
Setting Sail in April,By the End of Tonight,setting sail in april,by the end of tonight,excitement
A Watchful Guardian,Hans Zimmer & James Newton Howard,a watchful guardian,hans zimmer james newton howard,excitement
Lover Man,Metallica,lover man,metallica,excitement
Skcrewed,Infest,skcrewed,infest,excitement
Elena,Irfan,elena,irfan,excitement
Cannibal Roses,Siouxsie and the Banshees,cannibal roses,siouxsie and the banshees,sadness
Brothers Of Darkness - Sons Of Light,Popol Vuh,brothers of darkness sons of light,popol vuh,sadness
We Fall,Siouxsie and the Banshees,we fall,siouxsie and the banshees,sadness
The Altar,Jerry Goldsmith,the altar,jerry goldsmith,neutral
In Love,Ambassador21,in love,ambassador21,sadness
Fudge Tunnel / Spanish Fly,Fudge Tunnel,fudge tunnel spanish fly,fudge tunnel,sadness
Immortal,Leo Flavum,immortal,leo flavum,sadness
Forge,Thoribass,forge,thoribass,neutral
The Rooster,Big Boi,the rooster,big boi,neutral
Extra Time,Star Slinger,extra time,star slinger,neutral
4001,Squarepusher,,squarepusher,reflective
The Werewolf and Ben,Tera Melos,the werewolf and ben,tera melos,neutral
Build Me Up Buttercup,The Temptations,build me up buttercup,the temptations,joy
Harem Scarem,Focus,harem scarem,focus,sadness
Distroia,Mouse on Mars,distroia,mouse on mars,reflective
Sonata for Cello and Piano in F Minor,The Mutato Muzika Orchestra,sonata for cello and piano in f minor,the mutato muzika orchestra,neutral
Maple Leaf Rag,"Emerson, Lake & Palmer",maple leaf rag,emerson lake palmer,excitement
Pitbull,Jega,pitbull,jega,neutral
Ghetto Musick,Big Boi,ghetto musick,big boi,neutral
Powerhouse,Raymond Scott,powerhouse,raymond scott,reflective
The Suck for Your Solution,Marilyn Manson,the suck for your solution,marilyn manson,fear
Mt Saint Michel + Saint Michael's Mount,Aphex Twin,mt saint michel saint michaels mount,aphex twin,neutral
Several Species Of Small Furry Animals,Pink Floyd,several species of small furry animals,pink floyd,fear
The Rockefeller Skank,Fatboy Slim,the rockefeller skank,fatboy slim,neutral
Fix Me Up,KMFDM,fix me up,kmfdm,neutral
Doggy Dog II,The Seatbelts,doggy dog ii,the seatbelts,neutral
Cyclic Redundancy,Gimmik,cyclic redundancy,gimmik,neutral
Kentucky Fried Flow,Armand van Helden,kentucky fried flow,armand van helden,neutral
17 years,Ratatat,years,ratatat,neutral
Go Now,L.Stadt,go now,lstadt,neutral
Kidrush,Kid606,kidrush,kid606,neutral
7.2,Arab on Radar,2,arab on radar,neutral
Macca,L.Stadt,macca,lstadt,neutral
Bandito The Bongo Artist,Raymond Scott,bandito the bongo artist,raymond scott,neutral
Flight Of The Bumblebee,Jean-Jacques Perrey,flight of the bumblebee,jeanjacques perrey,reflective
Lost And Late,Martin Dupont,lost and late,martin dupont,neutral
Poltergeist (remix),Roll Deep,poltergeist remix,roll deep,neutral
We Are Always Well Thank You,Datach'i,we are always well thank you,datachi,neutral
Paranoid Android (Live),Brad Mehldau,paranoid android live,brad mehldau,sadness
Amaurophilia,Nymphomatriarch,amaurophilia,nymphomatriarch,neutral
"""Don't Beat Your Wife Every Night!""",Raymond Scott,dont beat your wife every night,raymond scott,sadness
Preparations for the last tv f,Yann Tiersen,preparations for the last tv f,yann tiersen,neutral
On Ice,Scorn,on ice,scorn,neutral
I Hate Music,The MAD,i hate music,the mad,neutral
Slash Dot Dash (London Less Fat edit),Fatboy Slim,slash dot dash london less fat edit,fatboy slim,neutral
Enjoy the Silence,Apoptygma Berzerk,enjoy the silence,apoptygma berzerk,excitement
24 Hour Paramedic,Elspeth,hour paramedic,elspeth,fear
No. 4,Peter Brötzmann,no 4,peter brötzmann,neutral
The Madge Sessions No.2,Fleetwood Mac,the madge sessions no2,fleetwood mac,reflective
Stranger Girl,Prussia,stranger girl,prussia,joy
Mezzo,Kas Product,mezzo,kas product,neutral
Baptism (KTF Megatron Remix),Crystal Castles,baptism ktf megatron remix,crystal castles,neutral
Christmas Ghost,Manic Street Preachers,christmas ghost,manic street preachers,neutral
Abyss,Dave Angel,abyss,dave angel,reflective
"Manic, Impressive!",Shortwave Dahlia,manic impressive,shortwave dahlia,excitement
What's In Your Pocket?,Tran Qual,whats in your pocket,tran qual,reflective
Immobilise,Fad Gadget,immobilise,fad gadget,neutral
amron.,Broca,amron,broca,neutral
How High the Moon,Ferrante & Teicher,how high the moon,ferrante teicher,neutral
Summer Wind,James Dean Bradfield,summer wind,james dean bradfield,neutral
Money Is The Drug,586,money is the drug,,neutral
Needle In A Haystack,Life In Pictures,needle in a haystack,life in pictures,sadness
breathe (demo),Call To Mind,breathe demo,call to mind,excitement
The Awakened,Omnia Opera,the awakened,omnia opera,sadness
Dance of the Hours,Spike Jones & His City Slickers,dance of the hours,spike jones his city slickers,neutral
Key Lime (live),Germlin,key lime live,germlin,neutral
running (demo),Call To Mind,running demo,call to mind,neutral
The Middle of Nowhere,Tibursky,the middle of nowhere,tibursky,neutral
Manic Superstar,Sandra Bernhard,manic superstar,sandra bernhard,joy
Old Joe,Nashville Washboard Band,old joe,nashville washboard band,excitement
Racing in Circles,Kroakers,racing in circles,kroakers,neutral
Outta Control,Vergel Evans,outta control,vergel evans,reflective
Danger Stranger,Drivin' N' Cryin',danger stranger,drivin n cryin,neutral
Thematic Waves,Vergel Evans,thematic waves,vergel evans,reflective
Driving on the Freeway,Wonaldo,driving on the freeway,wonaldo,sadness
The Dark Side,Tibursky,the dark side,tibursky,reflective
The Craziest Chicken of Them All,Jesse Alejandro and The Big Fatt,the craziest chicken of them all,jesse alejandro and the big fatt,neutral
Ending - THIS IS MY HAPPINESS,Naofumi Hataya,ending this is my happiness,naofumi hataya,neutral
Running With Scissors (demo),Call To Mind,running with scissors demo,call to mind,excitement
Wind Your Neck In,The Silver Fish,wind your neck in,the silver fish,sadness
Wherewithal,Toby Richardson,wherewithal,toby richardson,neutral
The Ride (Walk Amongst the Ruins remix),Alec Empire,the ride walk amongst the ruins remix,alec empire,neutral
Pandemonium (Waxworth Industries mix),Killing Joke,pandemonium waxworth industries mix,killing joke,neutral
For Alice,The Silver Fish,for alice,the silver fish,calm
By Your Command,Code Rising,by your command,code rising,neutral
Punishment,Vergel Evans,punishment,vergel evans,sadness
Colonized,EMS,colonized,ems,neutral
Touché Amoré,Tran Qual,touché amoré,tran qual,reflective
泣け! わめけ!!,阿部公弘 & 並木学,泣け わめけ,阿部公弘 並木学,neutral
Chapter 00002 - Cowboy Kirk Roughin's Puts on a Show,Big Sexy Shaq,chapter 00002 cowboy kirk roughins puts on a show,big sexy shaq,sadness
Brock Is Beyond Bed and Bath,Brock Ginther,brock is beyond bed and bath,brock ginther,neutral
Memento,Alaska,memento,alaska,neutral
Sicko The Clown,The Silver Fish,sicko the clown,the silver fish,neutral
Resurgence,Vergel Evans,resurgence,vergel evans,neutral
Sky High,Nick Hopkin,sky high,nick hopkin,neutral
Series 20,Nick Hopkin,series 20,nick hopkin,neutral
Time To Let Go,Sugarlust,time to let go,sugarlust,neutral
concrete bleed,ameobatube,concrete bleed,ameobatube,neutral
Just That Easy,Status,just that easy,status,neutral
Queen of the Future (solo),Pete Gioconda,queen of the future solo,pete gioconda,neutral
Mania Mind,River String Lizards,mania mind,river string lizards,neutral
Cameron St,The Silver Fish,cameron st,the silver fish,reflective
Walking Wounded,The Silver Fish,walking wounded,the silver fish,sadness
Jug Of Sars,Your Arse,jug of sars,your arse,neutral
Cutting Matisse,The Silver Fish,cutting matisse,the silver fish,neutral
Boris Belayav,Mezzanine Stairs,boris belayav,mezzanine stairs,neutral
Loop One,Martin Dolgener,loop one,martin dolgener,neutral
Las Nubes de Tu Pelo,Fitipaldis; Fito & Fitipaldis,las nubes de tu pelo,fitipaldis fito fitipaldis,neutral
