track,artist,track_clean,artist_clean,final_emotion
Interludio,Uruk-Hai,interludio,urukhai,anger
Someone Painted A Giant Paperclip On The Sidewalk Right Where You Fell,Venetian Snares,someone painted a giant paperclip on the sidewalk right where you fell,venetian snares,anger
Knights of the Castle of the Black Sun,Uruk-Hai,knights of the castle of the black sun,urukhai,anger
A march for new european,Jack or Jive,a march for new european,jack or jive,anger
Cosmic Trigger Pulled At Koenji Space-Station,Guilty Connector,cosmic trigger pulled at koenji spacestation,guilty connector,anger
Filosofia Oculta,Uruk-Hai,filosofia oculta,urukhai,anger
He Was Shot By One Of Brian’s Children Holding The Cats Hostage In A Cardboard Box,Venetian Snares,he was shot by one of brians children holding the cats hostage in a cardboard box,venetian snares,anger
Earnestly Pursued Oblivion,Opir,earnestly pursued oblivion,opir,anger
Power in Paper,Cogwheel Dogs,power in paper,cogwheel dogs,anger
Lethal Defense Systems V1,PreEmptive Strike 0.1,lethal defense systems v1,preemptive strike 01,anger
What I Saw,Ultraform,what i saw,ultraform,anger
She Spoke To It Through A Clock Radio In A Dream And Woke As A Cloudburst Obliterating Her Civilization,Venetian Snares,she spoke to it through a clock radio in a dream and woke as a cloudburst obliterating her civilization,venetian snares,anger
Sequenzen,Die In Progress,sequenzen,die in progress,anger
GABBA TANO*C,赤いひと,gabba tanoc,赤いひと,anger
Synapsenbrecher (13th Monkey remix),KiEw,synapsenbrecher 13th monkey remix,kiew,anger
The perils of yeast,pumpkin jacket,the perils of yeast,pumpkin jacket,anger
He Secretly Collected Tragedies Under The Guise Of Learning From Past Mistakes And Moving Forward,Venetian Snares,he secretly collected tragedies under the guise of learning from past mistakes and moving forward,venetian snares,anger
retest,ADSD,retest,adsd,anger
He Shit Out His Own Skeleton And Wore His Floppy Flesh Like A Trench Coat,Venetian Snares,he shit out his own skeleton and wore his floppy flesh like a trench coat,venetian snares,anger
He Became A Crooked Steeple In A Dusty Old Snow Globe Nobody Had Turned Over In Years,Venetian Snares,he became a crooked steeple in a dusty old snow globe nobody had turned over in years,venetian snares,anger
Efface (long version),Merzbow,efface long version,merzbow,anger
Farm Of Heads,DRILL BRA,farm of heads,drill bra,anger
The White Order of Lucifer,Uruk-Hai,the white order of lucifer,urukhai,anger
Namaste Geist Gestalt,Lauxna Lauksna,namaste geist gestalt,lauxna lauksna,anger
Stay With Me,Fire In The Head,stay with me,fire in the head,anger
Amanda,RoughSketch,amanda,roughsketch,anger
Slug Bait 3 (32AR),Throbbing Gristle,slug bait 3 32ar,throbbing gristle,anger
Biomorph,Modulate,biomorph,modulate,anger
きまぐれあくびちゃん,大槻ケンヂと絶望少女達,きまぐれあくびちゃん,大槻ケンヂと絶望少女達,anger
Crazy Painted On Eyebrows Staring Out The Front Window Eating Hot Dog Buns,Venetian Snares,crazy painted on eyebrows staring out the front window eating hot dog buns,venetian snares,anger
When I Know You're Gone,Blind Faith and Envy,when i know youre gone,blind faith and envy,anger
"Sora no Aka, Sora no Ao",志方あきこ,sora no aka sora no ao,志方あきこ,anger
Mecha Tremors (Radio Edit),Animassacre,mecha tremors radio edit,animassacre,anger
Say School Bus Yellow 17 Times Then Say Your Own Name And Cry,Venetian Snares,say school bus yellow 17 times then say your own name and cry,venetian snares,anger
Nothing's Parting Again,Die In Progress,nothings parting again,die in progress,anger
A Desperate Cry For Help,Battery Cage,a desperate cry for help,battery cage,anger
Happy Day,endorphin / Skinny D,happy day,endorphin skinny d,anger
This Goat Skull Is No Good For Thirsty Psy-trance Workers,Shitmat,this goat skull is no good for thirsty psytrance workers,shitmat,anger
The Washington Consensus,Opir,the washington consensus,opir,anger
Traumerei,ルルティア,traumerei,ルルティア,anger
Asphalt & Flower,RoughSketch,asphalt flower,roughsketch,anger
Slut,Martire,slut,martire,anger
Night of the Templars (outro),Uruk-Hai,night of the templars outro,urukhai,anger
Unforgiven,Die In Progress,unforgiven,die in progress,anger
Perparaphy,Knurl,perparaphy,knurl,anger
Purify all,t+pazolite,purify all,tpazolite,anger
inject,Controlled Collapse,inject,controlled collapse,anger
Rhizostoma Democratica,Opir,rhizostoma democratica,opir,anger
GAME,Akira Death,game,akira death,anger
kill all lifeforms (clashed edit),klangstabil,kill all lifeforms clashed edit,klangstabil,anger
Unseen,Elyzium,unseen,elyzium,anger
This Is Not a Rhythm (Maschine mix),Hypnoskull,this is not a rhythm maschine mix,hypnoskull,anger
Live To Hate,Razored The Goblin,live to hate,razored the goblin,anger
Decomposed Cadaver On The Cross,Morbosidad,decomposed cadaver on the cross,morbosidad,anger
Stahlwerk,Volt,stahlwerk,volt,anger
スペクトル,ルルティア,スペクトル,ルルティア,anger
Conspiracy Of The Mankind,Guilty Connector,conspiracy of the mankind,guilty connector,anger
Regen des Verfalls,Die In Progress,regen des verfalls,die in progress,anger
What a Girl Wants,포미닛,what a girl wants,포미닛,anger
Timesick,Kroakers,timesick,kroakers,anger
Irrésistiblement,The Eccentric Opera,irrésistiblement,the eccentric opera,anger
"Nail, 15cm Long",Guilty Connector,nail 15cm long,guilty connector,anger
Welcome,La Magra,welcome,la magra,anger
Anmitzcuaca,Alek Száhala,anmitzcuaca,alek száhala,anger
2AM Visit,Guilty Connector,am visit,guilty connector,anger
Turn Away God,Profanatica,turn away god,profanatica,anger
XRUZT,Return to Mono,xruzt,return to mono,anger
In Cold Blood,Bloodhammer,in cold blood,bloodhammer,anger
Nobody Loves You Like I Do,MakTub,nobody loves you like i do,maktub,anger
"Danger,terrain vallonné",sickness,dangerterrain vallonné,sickness,anger
Incantation,Horse Latitudes,incantation,horse latitudes,anger
Giselle,ルルティア,giselle,ルルティア,anger
Morrígan,Tran Qual,morrígan,tran qual,anger
"Don't ask me ""Why?""!",Painbastard,dont ask me why,painbastard,anger
Mercury,FAKTOR4,mercury,faktor4,anger
Eevilution,Prometheus Burning,eevilution,prometheus burning,anger
Metal,Proteus,metal,proteus,anger
Ódio,Bizarra Locomotiva,ódio,bizarra locomotiva,anger
Rotten to the core (Solitary experiments remix),X-Fusion,rotten to the core solitary experiments remix,xfusion,anger
Allice,Synapscape,allice,synapscape,anger
No Sympathy,D-Tox,no sympathy,dtox,anger
Sado-Satyrical Slavegoat,Unholy Crucifix,sadosatyrical slavegoat,unholy crucifix,anger
The Seventh Seal,Vulcano,the seventh seal,vulcano,anger
closed circuit loop,Phuq,closed circuit loop,phuq,anger
Pygmalism (remixed by Optiganally Yours),カヒミ・カリィ,pygmalism remixed by optiganally yours,カヒミカリィ,anger
Nightfall,Return to Mono,nightfall,return to mono,anger
Mordo,Bizarra Locomotiva,mordo,bizarra locomotiva,anger
Akira Death,Akira Death,akira death,akira death,anger
Nocturnal Fornications,Nuclear Desecration,nocturnal fornications,nuclear desecration,anger
Cans,Mico de Noche,cans,mico de noche,anger
Warlord (Album Version),Terrorfakt,warlord album version,terrorfakt,anger
Slaves (Of The Crucifix),Poison (GER),slaves of the crucifix,poison ger,anger
輝夜,志方あきこ,輝夜,志方あきこ,anger
cage of love,Daija,cage of love,daija,anger
New York over a period of six months,the Ugliest Man in the World,new york over a period of six months,the ugliest man in the world,anger
Camouflaged Identity,FFH,camouflaged identity,ffh,anger
"Owl, Barn - Territorial scream",Cornell Lab of Ornithology,owl barn territorial scream,cornell lab of ornithology,anger
Iiris,Bizarre Uproar,iiris,bizarre uproar,anger
Finally,Mariel Ito,finally,mariel ito,anger
to the unseen ground,Daija,to the unseen ground,daija,anger
Chime of the Goat's Head Bell,Crucifier,chime of the goats head bell,crucifier,anger
祈り～モンラム～,志方あきこ,祈りモンラム,志方あきこ,anger
Very Important Beep,DJ TECHNORCH,very important beep,dj technorch,anger
Für Elise (feat. Gurthang) - Bonus track,Negrobeat,für elise feat gurthang bonus track,negrobeat,anger
Fabulist Decay,Cabinet of Natural Curiosities,fabulist decay,cabinet of natural curiosities,anger
endlicher Entfernung,Berserk+Haste,endlicher entfernung,berserkhaste,anger
Mars Is A Pretty Red Dress,The Sleeping Sea,mars is a pretty red dress,the sleeping sea,anger
Lost in the Loneliness,Subliminal Code,lost in the loneliness,subliminal code,anger
Doléances D'une Promise De Saintes Colombes,Luc Arbogast,doléances dune promise de saintes colombes,luc arbogast,anger
Quadrephlex,Kinesthesia,quadrephlex,kinesthesia,anger
Tuning Out,Prometheus Burning,tuning out,prometheus burning,anger
Loli Crying In The Rain (Three compressors! Wheee~),Bubblegum Noise,loli crying in the rain three compressors wheee,bubblegum noise,anger
aphrodisiac,Daija,aphrodisiac,daija,anger
Improvvisazione per interferenza di massa,Nico Mangifesta,improvvisazione per interferenza di massa,nico mangifesta,anger
生き方,Akira Death,生き方,akira death,anger
White and Black,The Rorschach Audio,white and black,the rorschach audio,anger
復活富士山頂大回転,DJ TECHNORCH,復活富士山頂大回転,dj technorch,anger
謳う丘～EXEC_HARVESTASYA/.～,志方あきこ,謳う丘exec_harvestasya,志方あきこ,anger
Dreams Die.,Navicon Torture Technologies,dreams die,navicon torture technologies,anger
Slave,Hydrocyanic,slave,hydrocyanic,anger
From flesh to machines,Alek Száhala,from flesh to machines,alek száhala,anger
musical,Lunch,musical,lunch,anger
Die Höhle des Löwen,Die In Progress,die höhle des löwen,die in progress,anger
Grind,RoughSketch,grind,roughsketch,anger
Long Lasting Happiness Part 4,Grunt,long lasting happiness part 4,grunt,anger
Persecution,Filthy,persecution,filthy,anger
a foray into the jungle of my mind,Phuq,a foray into the jungle of my mind,phuq,anger
Time Passes Directly Through Hell,Die In Progress,time passes directly through hell,die in progress,anger
Carry On,DIE!!DIE!!COLOR!!!,carry on,diediecolor,anger
CAME FROM,Five Star Hotel,came from,five star hotel,anger
Weapon of Mass Pwnage,Suicide Fetish,weapon of mass pwnage,suicide fetish,anger
into the LIGHT,God Module,into the light,god module,anger
XTRA,Five Star Hotel,xtra,five star hotel,anger
Equilibrium In The Deathwind Stench,Sepulchral Aura,equilibrium in the deathwind stench,sepulchral aura,anger
Killsound (feat. MC Jakes),Tech Itch & Gein,killsound feat mc jakes,tech itch gein,anger
Zusammengehörigkeit,Betwixt & Between,zusammengehörigkeit,betwixt between,anger
POOR FATE,Five Star Hotel,poor fate,five star hotel,anger
Silent Hunter,Winter Offensive,silent hunter,winter offensive,anger
Out,Amphetamine Logic,out,amphetamine logic,anger
00 TYPE,Five Star Hotel,type,five star hotel,anger
Dismembering Chamber,Sala della Pallacorda,dismembering chamber,sala della pallacorda,anger
Don't Crash (Pulenta Version),Clonn,dont crash pulenta version,clonn,anger
symbinarcotic air breather deep in the arms of morphine,klaswar,symbinarcotic air breather deep in the arms of morphine,klaswar,anger
Snap My Fingers,Ultraform,snap my fingers,ultraform,anger
WORST STRIKE,Five Star Hotel,worst strike,five star hotel,anger
VORTEX,Five Star Hotel,vortex,five star hotel,anger
ORBITS,Five Star Hotel,orbits,five star hotel,anger
エルーシア,志方あきこ,エルーシア,志方あきこ,anger
DEALER,Five Star Hotel,dealer,five star hotel,anger
We're All Crazy,Phobium,were all crazy,phobium,anger
Manufactured and Sold,Gears of Destruction,manufactured and sold,gears of destruction,anger
Trolling '98,Slogun,trolling 98,slogun,anger
Frozen Guitars And Sunloop/7e,Merzbow,frozen guitars and sunloop7e,merzbow,anger
You'll Love Me When I'm Dead,Doe Eye,youll love me when im dead,doe eye,anger
キオカイト,志方あきこ,キオカイト,志方あきこ,anger
harshwave,Antireality,harshwave,antireality,anger
SQUAD,Five Star Hotel,squad,five star hotel,anger
Prana,High Level Static,prana,high level static,anger
first_drop,noise.inc,first_drop,noiseinc,anger
SNOWBLIND,Five Star Hotel,snowblind,five star hotel,anger
SPIRICOM,Five Star Hotel,spiricom,five star hotel,anger
D0PX,Five Star Hotel,d0px,five star hotel,anger
Harsh Drugs & BDSM - W.A.S.T.E. Harsh Noise Mix,Alien Vampires,harsh drugs bdsm waste harsh noise mix,alien vampires,anger
Rich Daddy,Magik Markers,rich daddy,magik markers,anger
Daily Matters,Blind Zero,daily matters,blind zero,anger
Thoughts Affect Matter,Navicon Torture Technologies,thoughts affect matter,navicon torture technologies,anger
BODY,Five Star Hotel,body,five star hotel,anger
ECRIT ELON,Five Star Hotel,ecrit elon,five star hotel,anger
World in a mess,Hakuchi,world in a mess,hakuchi,anger
Blue Hole,Hommarju,blue hole,hommarju,anger
黎明～Aurora～,志方あきこ,黎明aurora,志方あきこ,anger
Chains Of Sow,Wolverine Carcass,chains of sow,wolverine carcass,anger
ventrex,Phuq,ventrex,phuq,anger
Rock Bath,Skerror,rock bath,skerror,anger
試想/想起/起動,志方あきこ,試想想起起動,志方あきこ,anger
EOLS (ALT TAKE),Five Star Hotel,eols alt take,five star hotel,anger
Übermensch,Miserycore,übermensch,miserycore,anger
Bound,Raivyn,bound,raivyn,anger
春告げ～Raggi di primavera～,志方あきこ,春告げraggi di primavera,志方あきこ,anger
When I Am High,Tsar Poloz,when i am high,tsar poloz,anger
frilla,Phuq,frilla,phuq,anger
From the Abyss,Cathedral of Failure,from the abyss,cathedral of failure,anger
Hardcore (Radio Mix),Cosmic Gate,hardcore radio mix,cosmic gate,anger
Sueisfine,Coaltar of the Deepers,sueisfine,coaltar of the deepers,anger
Not An Option (Ordos),Jarrid Mendelson,not an option ordos,jarrid mendelson,anger
FAIL SAFE (VERSION) / WORK,Five Star Hotel,fail safe version work,five star hotel,anger
"Mein Blut, Meine Asche",Rasthof Dachau,mein blut meine asche,rasthof dachau,anger
Live at Mania,Alek Száhala,live at mania,alek száhala,anger
Luftzug II,Pneumogaastriq,luftzug ii,pneumogaastriq,anger
Dva tisice let,Maniac Butcher,dva tisice let,maniac butcher,anger
The Red Fog,Gears of Destruction,the red fog,gears of destruction,anger
cliché (original version),"if you can't bring any beauty into the world, the next best thing is to show everybody how ugly everything is.",cliché original version,if you cant bring any beauty into the world the next best thing is to show everybody how ugly everything is,anger
Miserable Failure,Pig Dogs,miserable failure,pig dogs,anger
Gold Ichor Spills From Shattered Bones,Death Kneel,gold ichor spills from shattered bones,death kneel,anger
Resurser,Arv & Miljö,resurser,arv miljö,anger
TurboR-909,Blasterhead,turbor909,blasterhead,anger
cunts,Dalglish,cunts,dalglish,anger
Fødemugg,Dau Unge,fødemugg,dau unge,anger
Bestial Incineration,Throneum,bestial incineration,throneum,anger
Saw-Saw.,t+pazolite,sawsaw,tpazolite,anger
A Lifetime of Pain,Gears of Destruction,a lifetime of pain,gears of destruction,anger
Obedience to authority,Ruby,obedience to authority,ruby,anger
Sabotage (Ordos),Jarrid Mendelson,sabotage ordos,jarrid mendelson,anger
萼―utena―,志方あきこ,萼utena,志方あきこ,anger
Flowers Were Real,Esa,flowers were real,esa,anger
elements,My Boyfriend the Pilot,elements,my boyfriend the pilot,anger
Glitched From Beyond,Gears of Destruction,glitched from beyond,gears of destruction,anger
WHEN WHAT MIGHT HAVE BEEN CRUMBLES,Navicon Torture Technologies,when what might have been crumbles,navicon torture technologies,anger
Cold Ass World,Gears of Destruction,cold ass world,gears of destruction,anger
Barely Lifting A Finger (I Will Make The New Me From Parts Of You),AxemRangers,barely lifting a finger i will make the new me from parts of you,axemrangers,anger
Squitch7,CyberLotion,squitch7,cyberlotion,anger
what do you want from me ?,Daija,what do you want from me ,daija,anger
FIRE HAZARD,Five Star Hotel x PIVOTAL,fire hazard,five star hotel x pivotal,anger
pneumonolith,Pneumogaastriq,pneumonolith,pneumogaastriq,anger
Child's Party,The Demo Saou,childs party,the demo saou,anger
Industrial Meat Manufacture,Cerebrum Vortex,industrial meat manufacture,cerebrum vortex,anger
string no.1,aboolele vs. gaop,string no1,aboolele vs gaop,anger
Marschmusik,LSF,marschmusik,lsf,anger
